# wave   flux   error
1166.7521956699345  31.31058308192145  11.642496998817068
1168.3648003472222  31.22885270890891  10.164057322686695
1168.6342326644199  31.215229078211458  9.190336020631898
1169.4416519863153  31.174456918110792  8.176142104840046
1169.7106055964052  31.160893669627992  9.11028293846382
1171.0586448120914  31.09304816384915  7.7075539865686125
1171.328077129289  31.079514970526485  7.959890859214542
1172.1372517105801  31.038925383955863  6.206644685156559
1172.4075616574755  31.025384224792084  5.7776781185999555
1172.9477028441586  30.998352920725274  7.89322846641635
1173.217534083946  30.984862727764494  7.434084601999836
1173.4874451082517  30.971377521028533  6.530922860810944
1173.757994408701  30.95786942511814  7.104469074529005
1174.0280650020425  30.94439420914069  7.634699387555078
1174.2987738715278  30.93089614092812  6.887872039310478
1174.5689242493872  30.91743488957218  6.489825145495482
1174.8397926879086  30.903946845975963  6.288902440341937
1175.110022850286  30.890499545618066  6.301010802554226
1175.3803327971814  30.877057220292546  6.842914866651838
1175.6514405892565  30.863584196904227  6.905922175151306
1175.9218303206699  30.85015580613322  7.3272327529778245
1176.193017897263  30.836696759321576  6.747421133459656
1176.4636469822303  30.82327437535301  6.562554529168209
1176.7349143433414  30.80982929408529  6.273807201090985
1177.0056232128268  30.796420827995604  6.1128768634729385
1177.2770501429738  30.782985748114854  6.000917610170714
1177.5478387969772  30.76959118629637  6.071365969363697
1177.8187072354983  30.756201588077662  6.066371326111678
1178.0903735191994  30.742781493537642  6.009499973972537
1178.3614015267565  30.729401845790562  6.477655721313571
1178.6330678104575  30.71599961817221  6.515016473237221
1178.9042553870506  30.702629915169517  6.078514777889282
1179.1760812397877  30.68923766872847  5.8431170235573795
1179.4473486008987  30.67588183684699  5.951193727372029
1179.7186957465278  30.662530962522506  5.944972351177012
1179.9907609528186  30.649153672404843  5.888844585221157
1180.2621878829657  30.63581665274986  5.79591948602571
1180.5343328737745  30.62245325359524  6.298714947667419
1180.8059193729575  30.60912615859362  6.226734296936846
1181.0782239328023  30.595772725547583  6.511602606874568
1181.3498902165034  30.582459463266016  6.456391548798583
1181.6217160692402  30.56914724120907  6.062505102430592
1181.894180198121  30.555812646563687  6.717138674916617
1182.1660858353757  30.542514245981653  5.88921114749461
1182.4387095332925  30.529189605495674  5.783592839121939
1182.7106949550653  30.515905012810823  5.691468516055192
1182.9833984375  30.502594216265706  5.535971025501783
1183.2555434283088  30.48931952488435  5.30466592483077
1183.5277682036356  30.47604977357695  4.6407621102145065
1183.8007110396243  30.462753880130045  5.487192786452536
1184.073015599469  30.449497911888223  5.677966643782454
1184.3460382199755  30.43621583741264  6.18635336078786
1184.6185023488563  30.422969758591005  6.318427156586141
1184.8916845383987  30.409697614555107  5.776522169969224
1185.1643082363153  30.396461424508765  5.241151133127277
1185.436931934232  30.383234038062106  5.57381252087994
1185.7102736928105  30.36998064263849  5.059053351745928
1185.983056959763  30.356763133673972  4.710003027340251
1186.2565582873774  30.343519656597618  4.683578172612521
1186.5294213388481  30.330315883902887  4.670007234930694
1186.8030822354983  30.317082321859505  4.776799193286843
1187.0761048560048  30.30388841756026  4.580332875678328
1187.3491274765115  30.29070328742347  4.999046504275766
1187.6229479421977  30.27748843157501  5.139778751723716
1187.8961301317402  30.26431315852442  5.2452704726964
1188.1701101664623  30.251108205539683  5.482706112570998
1188.4434519250408  30.237942788850972  5.776803130633506
1188.717511744281  30.2247515768948  5.652550941517671
1188.9909332873774  30.211599849671465  5.430415927331634
1189.2644346149918  30.198453033383775  5.411742212002467
1189.538733787786  30.18527664616795  5.319914426388449
1189.8123946844362  30.172139674155517  5.399334020031235
1190.0866938572303  30.158980829144987  5.48594170967531
1190.3605143229167  30.14585369553725  5.5920911538794025
1190.6349730647466  30.13270472420828  5.381842529226045
1190.908873314951  30.11959124677567  5.342543310371599
1191.1828533496732  30.106482673876123  5.300125121938784
1191.457551445057  30.09334849748971  5.0852512001419425
1191.7316910488153  30.080249753378194  4.697834181715992
1192.0064689287174  30.067129254401227  4.644241466841469
1192.2806883169935  30.054044141580114  4.491777277667248
1192.5556257659314  30.040933500578937  4.761429043292362
1192.8299249387255  30.027862005539866  4.789819268713678
1193.1043836805554  30.01479160523319  4.795901638408014
1193.3794806985293  30.00169953259287  4.788939164955797
1193.6540192248774  29.988642738686398  4.885411152511998
1193.9292758118872  29.975560511656784  4.91464917545865
1194.2039739072711  29.96251352248587  4.706839614188555
1194.479310278799  29.949444925780544  4.544823419083274
1194.754088158701  29.93641152106122  4.480305617096451
1195.028945823121  29.923383002828345  4.648121423020739
1195.3045215482025  29.910329146168653  4.621196355193578
1195.5795387816586  29.89731042037325  4.647475699334095
1195.8551942912582  29.88427016900492  4.780578016623291
1196.130291309232  29.871265002762158  4.776960515726535
1196.4061861723856  29.858230804568496  4.609725351610076
1196.6813629748774  29.845239186903306  4.584188680166117
1196.9566993464052  29.8322486811083  4.812205096308732
1197.2326739940768  29.819236731384702  4.577688032272341
1197.5080901501226  29.80625976023534  4.567162232748189
1197.7842243668301  29.793257619220164  4.769218768140644
1198.0598000919117  29.78029041623609  4.7817914331071965
1198.3360938776552  29.767298082915254  4.387381024407719
1198.6117493872548  29.754344395131888  3.840891605768688
1198.8881229575163  29.74136561148432  3.5025660745626066
1199.1639380361519  29.728421679920906  3.394046343103355
1199.4398328993054  29.715482616135567  3.5752293940578737
1199.716366038603  29.702522253599255  3.827273304924375
1199.9924204707925  29.689592942054407  3.899273418747069
1200.2691131791257  29.676642366098786  4.16931237173558
1200.5452473958333  29.66372653635048  4.085759187936974
1200.8220996732025  29.650785743413415  4.026860800637402
1201.098313674428  29.637883382004773  4.01462908029445
1201.3746074601715  29.624985876697213  3.93076778553898
1201.6516990910948  29.61205974134391  3.7777098755265697
1201.9280726613563  29.599175687940257  3.807542324619716
1202.2052440767973  29.586263043603083  3.814155848060576
1202.4818570006128  29.573384999735556  3.6783618379080822
1202.759108200572  29.560485835392978  3.5420206725544254
1203.0358009089052  29.547621226446573  3.2539452024678632
1203.3125734017565  29.53476146683979  2.9027842481534125
1203.5900639552697  29.521876929510842  2.6983377355210996
1203.866916232639  29.50903058838777  2.7408329428366263
1204.1445663551879  29.49615580509734  3.0252201918818606
1204.421578201593  29.483319173071404  3.487944520890871
1204.69930810866  29.47045783614559  3.9547878746393943
1204.9763997395833  29.457634600674112  4.100761339086239
1205.2536509395425  29.44481251422369  4.098329549331926
1205.5315404156454  29.431969467136003  4.061079747583545
1205.8088714001226  29.419160765725255  3.843949592117661
1206.0869204452615  29.40632745134019  3.6875928545351506
1206.3644109987745  29.393528442784724  3.3651169873884985
1206.6426196129494  29.380704859896746  3.015461864829068
1206.9201899509803  29.367919216897775  2.985552275106033
1207.1978400735293  29.355138404634463  2.993153593247224
1207.4762082567402  29.342333070976927  3.032773007881521
1207.754017948325  29.329561938857758  2.3463173918329225
1208.032465916054  29.316769987933476  2.394841779242548
1208.310435176675  29.304008532322346  2.5472065318495907
1208.5890427134395  29.29122629146196  2.5164297138966414
1208.8670917585785  29.278478167927815  2.935902398417884
1209.1451408037174  29.265738522549253  2.959715982369881
1209.423987694036  29.25297082857263  3.139123644960601
1209.7021963082107  29.240240842058245  3.2286636664984405
1209.9812027675653  29.227482850102867  3.162484425272264
1210.2595709507762  29.214762521215746  3.198106688029486
1210.5386571946487  29.20201787217687  3.543528645551003
1210.8171051623774  29.189310837011156  3.5116503687942133
1211.0956329146243  29.176608613817535  3.2178156920803724
1211.3749585120506  29.163878487917643  3.044012726163296
1211.6535660488153  29.15118954202434  3.0016416099086842
1211.9329714307598  29.138472731513808  3.0048030141599593
1212.2118183210785  29.12578979178466  2.8749941452772823
1212.4913034875408  29.1130862856539  3.21503630651073
1212.7703099468954  29.100412983305162  3.3714606979467936
1213.049236621732  29.087751731588494  3.445936056664886
1213.3289611417483  29.075062717459897  3.675955700466089
1213.608127170139  29.06240747108818  3.8610435814963204
1213.8880112591912  29.049728123037372  3.8918226435347094
1214.1672570720996  29.03708611432622  3.7558693105205396
1214.4472209456699  29.02442003695292  3.5413642082984786
1214.7266263276144  29.01178764414407  3.6289609180186346
1215.0060317095588  28.999163652782396  3.7539136787003047
1215.286234936683  28.986512043382756  3.754663477030469
1215.5657998876634  28.973897658709706  3.6909435299648523
1215.8460828993054  28.961259294882826  3.5913071190099957
1216.125807419322  28.94865451313978  3.3399815443390124
1216.40625  28.936025789873057  3.478366249301003
1216.6860543045343  28.923434198902772  3.589881433472719
1216.9659383935866  28.9108473938589  3.644497417003878
1217.2466203278186  28.898233114384436  3.6401853260181154
1217.526663985907  28.88565590164079  3.3996922670226275
1217.807345920139  28.873058416074077  3.55262829863639
1218.087549147263  28.8604907894537  3.57273293268482
1218.368390650531  28.84790292267217  3.5393467783397665
1218.6486736621732  28.83534845328201  3.4314955677714742
1218.9290364583333  28.822798762631834  3.408529337385279
1219.2101173151552  28.810225308172296  3.5320185928525882
1219.4906396803513  28.797685192942577  3.5800442851864935
1219.7718003216912  28.78512491421566  3.5333058035142946
1220.0524024714052  28.772597931232454  3.313188484649751
1220.333802466299  28.76004369593292  3.231768856658021
1220.614484400531  28.747529834245857  3.3081205997253393
1220.895964179943  28.73498875741879  3.3146100245546637
1221.1768854677287  28.72248089899425  3.543232525583426
1221.4578067555146  28.709981360147307  3.497394973701813
1221.7394461039623  28.697458215351887  3.478920159333318
1222.0205269607843  28.68496822636646  3.4127584025616162
1222.302325878268  28.67245466846801  3.4748336778206865
1222.5834865196077  28.65997776721308  3.512172989607427
1222.8654450061274  28.647473792292185  3.4134567054935525
1223.1467652165034  28.63500643080692  3.108836754876262
1223.428085426879  28.622547360365036  2.996184691539383
1223.7102034824345  28.610061273957385  2.7192647005351613
1223.9917630463644  28.59760820399132  2.520589321229634
1224.2740406709559  28.585131689560672  2.511188937498128
1224.5556800194036  28.57269167609208  2.4030345981809305
1224.838037428513  28.56022825024598  2.3288343055974354
1225.1198363459966  28.547797759420792  2.296101432016453
1225.4016352634803  28.535375535849706  2.4919799294832683
1225.6842320261437  28.522926436731435  2.7382021899047952
1225.9661905126634  28.510513726436372  2.9713859031573295
1226.2488670598448  28.498077690778562  3.164036104347884
1226.5309851154002  28.48567448984097  3.3112311427523897
1226.8138212316176  28.473248000128937  3.142139747427
1227.0960190716912  28.46085780880933  2.9044659780308253
1227.3782966962826  28.4484723567887  2.8705496294110384
1227.661372166054  28.436060168892325  2.5521034112659273
1227.9438093596814  28.42368421523163  2.3894138027849934
1228.2269646139705  28.411285059344195  2.322917793249857
1228.509481592116  28.39892209030669  2.2659841886280314
1228.7927964154412  28.386532462893832  2.39969559368362
1229.0754729626226  28.374178979653962  2.107410645798726
1229.358229294322  28.361830228263564  2.2136357791538672
1229.641703686683  28.349458360863636  2.4222358293131996
1229.9246195874182  28.337119090489246  2.4639957887482353
1230.2081737642973  28.324760216657275  2.370422809402632
1230.4911694495506  28.312433897300476  2.174019953351352
1230.7749629799837  28.300081058089866  1.9226917159918786
1231.0581182342728  28.287764209461024  1.7483462981608824
1231.3412734885621  28.275455552228475  1.6571563952866353
1231.625226588031  28.263120431635123  1.631985285660091
1231.9085414113563  28.250821233372193  1.6732736083503386
1232.192654079861  28.23849561242817  1.8235768629086189
1232.4761284722222  28.226205871432946  1.9434674036970496
1232.760320925245  28.21389320389634  1.9383595321105411
1233.043954886642  28.201612916150914  1.9821243746247015
1233.327588848039  28.189340796118497  2.0674613567371845
1233.612020654616  28.177042350216233  2.12666884997219
1233.895734400531  28.16478312028379  2.072213838850777
1234.1803257761437  28.15249415632033  1.9768556772685537
1234.4641990910948  28.140244361532215  1.9922354457105131
1234.7488702512255  28.127968317155958  1.8900722388597762
1235.0329829197303  28.11572451631257  1.9915089885463804
1235.3170955882354  28.103488859521267  1.8645708512731214
1235.6019263174019  28.091230446207035  1.8028279705919052
1235.886198554943  28.0790042155964  1.7416288547304104
1236.1711888531454  28.066755264145137  1.6441617966820423
1236.4555408752042  28.054541883666264  1.7455249581438794
1236.740690742443  28.04230238995696  1.904684032035987
1237.0252023335377  28.030098425236442  2.081617285804847
1237.3097937091502  28.01789915747902  2.1886148560547523
1237.595103145425  28.005677253271116  2.2957029141726086
1237.8797743055554  27.993490810642854  2.4185411787167146
1238.165243310866  27.98127835043441  2.660999298842918
1238.4500740400326  27.969101309946986  2.592616922650363
1238.735622829861  27.95690169939212  2.752038486657521
1239.0206131280638  27.944734056947226  2.767681489185956
1239.3056832107843  27.932571103773142  2.6962880514758907
1239.5914713541667  27.920385633574405  2.7340585315654655
1239.8766212214052  27.908235474148988  2.7496455422760033
1240.1624891493054  27.89606282847287  2.6292609624431442
1240.4477985855801  27.88392205341858  2.5681414232969892
1240.7338260825163  27.87175882736401  2.5499956744090966
1241.0192950878268  27.859627434812477  2.4677296557407415
1241.3047640931372  27.84750411095667  2.503288083907197
1241.5910309436274  27.83535499943487  2.4749214478902912
1241.8766595179738  27.82324104849745  2.4321524948876365
1242.163006152982  27.811104729925358  2.443655239210514
1242.4487942963644  27.799000147758832  2.4448611724294538
