#Wavelength Flux Error
6657.6 14.52976608 0.527028186
6658.4 13.61746597 0.521476039
6659.2 12.86545467 0.51817571
6660 13.77402496 0.521382327
6660.8 14.03616714 0.542694239
6661.6 14.29048729 0.522652143
6662.4 13.05353355 0.520896829
6663.2 14.22348785 0.527290299
6664 13.47243023 0.532706402
6664.8 13.11755848 0.540497872
6665.6 13.44184494 0.53031522
6666.4 12.88482761 0.526493737
6667.2 14.46572876 0.551322804
6668 13.58196926 0.535765927
6668.8 13.82590008 0.545102827
6669.6 14.52467823 0.546071536
6670.4 13.51080608 0.539853411
6671.2 12.50246429 0.537372947
6672 13.27238369 0.539481716
6672.8 13.56622505 0.541933167
6673.6 12.7782917 0.533722485
6674.4 13.72142696 0.534883395
6675.2 12.93124199 0.541329889
6676 13.94313335 0.527414672
6676.8 12.91869545 0.52974291
6677.6 13.87123775 0.525486494
6678.4 13.41082382 0.538571395
6679.2 14.21374607 0.537696742
6680 14.0658474 0.532576538
6680.8 13.44291782 0.523197041
6681.6 13.15858269 0.511354041
6682.4 12.70354843 0.532182177
6683.2 12.82788849 0.54201989
6684 12.82788849 0.54201989
6684.8 12.82788849 0.54201989
6685.6 12.82788849 0.54201989
6686.4 12.95222855 0.551857603
6687.2 13.35658169 0.522121618
6688 12.58674908 0.507847501
6688.8 13.05070019 0.511570988
6689.6 13.19094181 0.515311778
6690.4 12.78127003 0.511243026
6691.2 13.46822548 0.506250168
6692 12.2400074 0.504802704
6692.8 14.62382698 0.529279353
6693.6 13.22699261 0.515246866
6694.4 13.02506733 0.522504067
6695.2 13.52399921 0.527037732
6696 14.1850996 0.527304036
6696.8 12.65034389 0.50631573
6697.6 12.17926598 0.495403793
6698.4 12.36473465 0.498045992
6699.2 13.95786953 0.519319357
6700 14.18404388 0.541256041
6700.8 13.03412342 0.523409539
6701.6 13.13545036 0.526365528
6702.4 13.08367348 0.517635356
6703.2 13.41714668 0.518786839
6704 13.43489933 0.524600783
6704.8 13.64382648 0.520410719
6705.6 13.26888084 0.531208637
6706.4 13.7665987 0.526685877
6707.2 13.48525524 0.528539185
6708 13.24663353 0.527465153
6708.8 13.08900547 0.518439014
6709.6 12.93149281 0.504674233
6710.4 12.68372631 0.529317341
6711.2 13.37006283 0.541400489
6712 13.37006283 0.541400489
6712.8 13.37006283 0.541400489
6713.6 14.05639935 0.553483637
6714.4 13.5590992 0.524503845
6715.2 12.98738384 0.516622692
6716 12.72440147 0.512173256
6716.8 13.21128273 0.502335403
6717.6 12.38903809 0.511646989
6718.4 13.6305685 0.520965113
6719.2 13.35519218 0.517727807
6720 13.35618877 0.520929889
6720.8 13.42059803 0.518809777
6721.6 13.07513046 0.512220687
6722.4 13.11741447 0.517125255
6723.2 13.08159256 0.513926305
6724 12.48909283 0.513071257
6724.8 13.44405365 0.512927908
6725.6 12.76169777 0.51002681
6726.4 12.19669533 0.516272474
6727.2 13.14640141 0.525578422
6728 13.5730114 0.52427656
6728.8 12.92333889 0.521221486
6729.6 13.16626072 0.514703194
6730.4 12.41129875 0.518551127
6731.2 12.92116261 0.523085574
6732 12.27134514 0.521805456
6732.8 12.52630615 0.524339806
6733.6 13.2915802 0.518738809
6734.4 12.50994778 0.500855985
6735.2 14.0656271 0.522307345
6736 12.77138138 0.511716044
6736.8 13.18574619 0.512213525
6737.6 12.68498611 0.508432782
6738.4 13.70263481 0.507855371
6739.2 13.92384911 0.519910587
6740 13.29445457 0.512485089
6740.8 13.09831619 0.506425237
6741.6 12.37489796 0.51986608
6742.4 12.8424921 0.506474434
6743.2 13.63487911 0.510190914
6744 12.98137665 0.520939798
6744.8 13.50962448 0.502512809
6745.6 14.80204868 0.506115983
6746.4 11.83454323 0.508036362
6747.2 12.24667645 0.496160749
6748 12.67856693 0.502208655
6748.8 13.20249844 0.513350122
6749.6 12.68150234 0.502944179
6750.4 13.23928452 0.504262167
6751.2 12.89064217 0.504483218
6752 12.58841133 0.507245488
6752.8 14.22029972 0.505177164
6753.6 13.64081287 0.515110616
6754.4 13.62808895 0.511511803
6755.2 12.78136444 0.501915378
6756 12.66665649 0.506283797
6756.8 12.95574951 0.510810033
6757.6 13.85651112 0.511121514
6758.4 12.61818886 0.516375258
6759.2 13.06315327 0.497908821
6760 12.04926586 0.499994069
6760.8 12.66947937 0.503427653
6761.6 12.97739792 0.493598338
6762.4 12.50687695 0.496624072
6763.2 12.80384159 0.50311751
6764 13.2502861 0.503772492
6764.8 13.05791187 0.499960904
6765.6 12.40007973 0.50669326
6766.4 13.81103992 0.515568614
6767.2 13.11274815 0.491004623
6768 13.08877563 0.498632518
6768.8 13.220994 0.505744938
6769.6 12.3368454 0.502913456
6770.4 12.65092373 0.501273459
6771.2 12.74395275 0.499868326
6772 13.41014481 0.500081559
6772.8 12.41366482 0.502234432
6773.6 13.02254963 0.498556452
6774.4 13.2307682 0.499964897
6775.2 13.15639782 0.49935181
6776 13.56437874 0.503776242
6776.8 12.65090179 0.492499942
6777.6 13.07064152 0.500449578
6778.4 12.39418697 0.496389245
6779.2 12.79147816 0.495931695
6780 12.66001225 0.504839343
6780.8 12.97533512 0.50213962
6781.6 11.83268642 0.485046054
6782.4 13.01988602 0.499204689
6783.2 13.06982994 0.510008069
6784 12.86403561 0.497117925
6784.8 12.36233711 0.503916246
6785.6 13.4398613 0.507710888
6786.4 14.24281311 0.51121872
6787.2 12.79894829 0.493130558
6788 13.86909676 0.500494214
6788.8 13.47481155 0.499723277
6789.6 13.15706444 0.510400201
6790.4 13.12322044 0.495212352
6791.2 13.46439552 0.518733184
6792 12.36778736 0.491442517
6792.8 12.36357212 0.489826295
6793.6 11.98369026 0.499099488
6794.4 12.64519024 0.498547382
6795.2 13.35784626 0.506683893
6796 12.30888748 0.500889703
6796.8 12.49384117 0.506600518
6797.6 12.92373943 0.516690197
6798.4 13.40382862 0.499190542
6799.2 12.71652317 0.501777968
6800 12.73929501 0.504025348
6800.8 12.4106369 0.491755199
6801.6 13.13952065 0.496763194
6802.4 13.4142561 0.506104764
6803.2 12.67680168 0.501571689
6804 12.56383038 0.509869927
6804.8 12.06805801 0.503444735
6805.6 11.85187149 0.504221406
6806.4 12.7986927 0.499946394
6807.2 12.58558178 0.495671163
6808 12.6024313 0.498304802
6808.8 12.36574459 0.49127765
6809.6 12.11146545 0.499711138
6810.4 13.16417122 0.508155327
6811.2 13.6293745 0.514365055
6812 12.92725945 0.496928762
6812.8 12.43444443 0.49807975
6813.6 12.89202499 0.500271541
6814.4 13.11712551 0.496277507
6815.2 12.60201073 0.493479879
6816 13.35004997 0.502408541
6816.8 13.0425024 0.494707003
6817.6 12.2831974 0.502342626
6818.4 13.73335266 0.49579792
6819.2 12.76847553 0.501409929
6820 12.67181301 0.504721557
6820.8 12.57948399 0.499753538
6821.6 12.79101276 0.491184669
6822.4 12.6845932 0.493977621
6823.2 13.31230831 0.495133441
6824 12.98457909 0.490606295
6824.8 13.35434532 0.49554253
6825.6 11.81654263 0.48834524
6826.4 12.91400623 0.49287113
6827.2 12.67469311 0.49416444
6828 12.13450718 0.502173689
6828.8 12.78452206 0.526654878
6829.6 12.73030758 0.568816628
6830.4 11.76329136 0.586129654
6831.2 12.61225891 0.636630547
6832 11.9379797 0.617318706
6832.8 12.52596283 0.556720888
6833.6 13.17069626 0.515139131
6834.4 13.64777374 0.512128416
6835.2 12.67647266 0.564353786
6836 11.62304115 0.617713746
6836.8 13.09278011 0.632192418
6837.6 11.88652706 0.572249396
6838.4 13.49250031 0.505659853
6839.2 12.51935577 0.499492347
6840 12.80078602 0.486797456
6840.8 12.89941025 0.49873565
6841.6 12.70650387 0.518761174
6842.4 12.02800846 0.515535045
6843.2 13.18059635 0.540113762
6844 14.57855225 0.552606876
6844.8 13.16885853 0.525131865
6845.6 12.43547058 0.506334716
6846.4 12.85769463 0.492443929
6847.2 13.3989296 0.503919434
6848 12.27848721 0.490701624
6848.8 12.95313168 0.492461326
6849.6 12.8184042 0.501743904
6850.4 13.66901207 0.493226851
6851.2 12.58832836 0.527136449
6852 12.85136175 0.542021792
6852.8 12.85136175 0.542021792
6853.6 12.85136175 0.542021792
6854.4 12.85136175 0.542021792
6855.2 13.11439514 0.556907135
6856 11.99083996 0.483696447
6856.8 13.11125946 0.493328897
6857.6 12.35217953 0.494603984
6858.4 13.03893566 0.485537842
6859.2 12.01233673 0.478470327
6860 12.63561821 0.480485
6860.8 12.75964451 0.47876694
6861.6 13.56429005 0.495394082
6862.4 12.7047224 0.487999609
6863.2 12.57311821 0.492852547
6864 12.34913826 0.499649179
6864.8 12.17340183 0.573905858
6865.6 13.47945118 0.687520817
6866.4 11.81033802 0.694785429
6867.2 12.21643639 0.586830903
6868 12.76623917 0.502442075
6868.8 12.54339314 0.517249599
6869.6 12.8512373 0.617718636
6870.4 12.78329468 0.672222587
6871.2 12.58417416 0.656409852
6872 13.5298481 0.640439108
6872.8 12.14093018 0.656306335
6873.6 13.13452244 0.680496696
6874.4 11.92110825 0.616852612
6875.2 13.4710083 0.597526423
6876 14.05418777 0.601677993
6876.8 12.56711292 0.594621983
6877.6 12.82495308 0.571567085
6878.4 12.74809361 0.560588424
6879.2 11.79337502 0.565749828
6880 13.50495148 0.543687055
6880.8 13.19698048 0.531533351
6881.6 13.51933098 0.529829839
6882.4 12.80925369 0.53166068
6883.2 12.64177704 0.517457656
6884 13.29215527 0.500666428
6884.8 12.11927414 0.485802912
6885.6 13.32951927 0.508823252
6886.4 12.59444523 0.518522423
6887.2 12.7591629 0.499696055
6888 13.07723427 0.542265167
6888.8 12.53660202 0.555374458
6889.6 12.53504562 0.521659707
6890.4 13.1036396 0.544240443
6891.2 13.31122398 0.624416449
6892 13.48790264 0.63148563
6892.8 13.22865105 0.538002001
6893.6 11.90940094 0.501564484
6894.4 12.13418961 0.540396124
6895.2 13.34453773 0.580819001
6896 12.74518967 0.541745105
6896.8 11.82600498 0.486066062
6897.6 13.05888081 0.525384258
6898.4 12.635252 0.562647066
6899.2 12.72227097 0.567906266
6900 13.14716625 0.510403641
6900.8 12.63588619 0.475134293
6901.6 11.99833965 0.513424499
6902.4 12.5887413 0.615924696
6903.2 11.98835564 0.623688161
6904 12.70891953 0.530125067
6904.8 12.64722252 0.482164166
6905.6 12.14826298 0.503980951
6906.4 13.82584286 0.546661747
6907.2 11.45491505 0.540595308
6908 12.60725784 0.514197345
6908.8 13.16709137 0.48155518
6909.6 13.95062733 0.491670136
6910.4 11.99159718 0.513329529
6911.2 12.55423546 0.549283092
6912 13.20484734 0.520055328
6912.8 12.6910677 0.493399731
6913.6 13.48184681 0.50768142
6914.4 11.79078102 0.566864563
6915.2 12.73479176 0.607952566
6916 13.33764076 0.57547264
6916.8 12.64363575 0.515677256
6917.6 12.33495998 0.473958103
6918.4 12.53317451 0.48457187
6919.2 12.67397118 0.486768718
6920 12.45538139 0.494495725
6920.8 12.2913208 0.526313086
6921.6 13.25926685 0.520056635
6922.4 12.95723152 0.484874031
6923.2 12.55335999 0.47557505
6924 11.11506367 0.518622633
6924.8 12.71763802 0.637690437
6925.6 12.17916965 0.661649483
6926.4 12.73040009 0.634437859
6927.2 12.1441021 0.508522598
6928 12.55685902 0.486380053
6928.8 12.165205 0.489943685
6929.6 12.64926147 0.484523563
6930.4 12.63087463 0.497197906
6931.2 13.11724186 0.51726745
6932 13.15585613 0.511125303
6932.8 12.69631672 0.502221113
6933.6 12.87199116 0.480802866
6934.4 12.25221062 0.492196442
6935.2 12.41971588 0.490506548
6936 12.95777321 0.503882111
6936.8 12.33509827 0.493322943
6937.6 12.35625076 0.488016484
6938.4 12.35774326 0.477576669
6939.2 12.92027855 0.495241888
6940 13.25453281 0.509795725
6940.8 11.47099495 0.531415201
6941.6 11.51387501 0.610984638
6942.4 13.62284184 0.596153919
6943.2 12.45346928 0.530627325
6944 13.02779293 0.514850932
6944.8 11.26599312 0.510723668
6945.6 12.06973457 0.506737788
6946.4 12.96198273 0.489975065
6947.2 12.41413403 0.491326451
6948 12.35816669 0.477823574
6948.8 12.02673912 0.486369547
6949.6 12.63064289 0.531876847
6950.4 11.25586319 0.610560001
6951.2 12.719841 0.669233733
6952 12.16168404 0.60512454
6952.8 13.96484947 0.531785017
6953.6 12.64551353 0.492215774
6954.4 12.64852333 0.484914396
6955.2 12.42013454 0.492585066
6956 12.80961609 0.5000846
6956.8 13.36176205 0.491680706
6957.6 13.01331234 0.4964285
6958.4 12.70534706 0.521805422
6959.2 14.03263283 0.52489216
6960 12.7912159 0.496101702
6960.8 13.91128254 0.50633501
6961.6 12.7545805 0.511850338
6962.4 11.81245995 0.508214559
6963.2 12.94033909 0.512057626
6964 13.03671074 0.512694322
6964.8 12.00865459 0.48812814
6965.6 13.04268169 0.483677399
6966.4 12.60729599 0.495714982
6967.2 12.13047981 0.491611488
6968 12.43231201 0.47476455
6968.8 12.10265064 0.481442466
6969.6 12.61015701 0.491374446
6970.4 12.98181438 0.497153546
6971.2 12.1212225 0.524500938
6972 12.70182323 0.544867322
6972.8 12.55510807 0.556906909
6973.6 12.45837402 0.523980289
6974.4 12.16797352 0.491133482
6975.2 12.31072712 0.485655998
6976 12.34180832 0.493975868
6976.8 12.65322304 0.486255612
6977.6 11.50800228 0.496562232
6978.4 11.85394382 0.4852795
6979.2 12.86532879 0.509423862
6980 13.182868 0.59007712
6980.8 13.43828773 0.593834517
6981.6 11.89418888 0.545414906
6982.4 12.48881626 0.510004843
6983.2 13.78161335 0.491718402
6984 12.22303581 0.502050623
6984.8 12.17359543 0.490771839
6985.6 13.7841444 0.491058678
6986.4 12.03766537 0.487675725
6987.2 12.70238495 0.482834955
6988 12.85458755 0.499830064
6988.8 12.72915649 0.522739662
6989.6 12.56505013 0.503061726
6990.4 13.53589344 0.509472882
6991.2 13.68511868 0.513841633
6992 12.20046616 0.497732276
6992.8 12.50244236 0.507000264
6993.6 13.14685917 0.49967556
6994.4 12.73718452 0.489834085
6995.2 13.28415871 0.504565766
6996 13.22961044 0.517542707
6996.8 12.37728882 0.503312266
6997.6 12.68275452 0.496155827
6998.4 13.1537447 0.485536505
6999.2 11.86191559 0.486249746
7000 12.71031189 0.492055099
7000.8 12.23188305 0.505018157
7001.6 12.14096832 0.510595861
7002.4 12.66747284 0.500466283
7003.2 12.19543934 0.487354224
7004 12.97500515 0.489997895
7004.8 12.67770672 0.499096227
7005.6 12.45905876 0.519251701
7006.4 11.91168404 0.531751298
7007.2 13.22782993 0.532541697
7008 12.60692787 0.503447868
7008.8 13.62752914 0.489444774
7009.6 12.91800022 0.488932086
7010.4 12.19730282 0.487466973
7011.2 12.70292759 0.49483178
7012 13.10395813 0.505334076
7012.8 12.75026989 0.527485097
7013.6 12.87513733 0.569986665
7014.4 13.06380081 0.529426985
7015.2 13.01772213 0.495528257
7016 13.09725571 0.481610435
7016.8 12.89121437 0.487749768
7017.6 12.68780327 0.49125317
7018.4 12.41814041 0.525911449
7019.2 12.32418633 0.509836495
7020 12.40908432 0.486873658
7020.8 12.48529053 0.492113991
7021.6 12.58812904 0.503420611
7022.4 12.47585011 0.493540488
7023.2 12.76297951 0.484420324
7024 12.25981712 0.485893362
7024.8 13.41166401 0.495251126
7025.6 12.57001495 0.5031033
7026.4 13.17167664 0.501399139
7027.2 13.33628845 0.491833838
7028 12.74869442 0.469563005
7028.8 12.94812965 0.497644721
7029.6 12.92992496 0.529707028
7030.4 11.96389103 0.510859486
7031.2 13.38452148 0.508336201
7032 12.41735268 0.485820462
7032.8 13.01237488 0.491225783
7033.6 12.52454853 0.490508714
7034.4 12.52488804 0.494164123
7035.2 12.16477203 0.478288507
7036 11.92512703 0.469172591
7036.8 11.76319504 0.474988004
7037.6 12.870327 0.482977927
7038.4 12.7537365 0.48444179
7039.2 13.22413063 0.499685912
7040 12.63502502 0.496078444
7040.8 12.15570736 0.492954333
7041.6 12.59067345 0.519686742
7042.4 12.31303406 0.509264811
7043.2 13.04183388 0.508996037
7044 12.73697853 0.504890779
7044.8 13.20813751 0.489688216
7045.6 12.44664955 0.482089352
7046.4 12.03247833 0.482663933
7047.2 12.38392639 0.490038263
7048 12.50404263 0.490562352
7048.8 12.17894745 0.515405975
7049.6 12.70251179 0.527414584
7050.4 12.78671741 0.531870641
7051.2 12.78560066 0.526792482
7052 13.01264572 0.516151898
7052.8 13.17474937 0.530070516
7053.6 12.88743591 0.520181865
7054.4 13.02988434 0.520388122
7055.2 13.25104523 0.508220521
7056 12.3812542 0.498088794
7056.8 12.83089733 0.499335602
7057.6 12.74452591 0.488022857
7058.4 12.8088522 0.489114492
7059.2 13.20530319 0.505438376
7060 12.84502316 0.492155965
7060.8 12.3232317 0.482491297
7061.6 11.89569092 0.487529758
7062.4 12.48522949 0.492849094
7063.2 12.52961636 0.493627931
7064 12.01480389 0.483126456
7064.8 12.47887135 0.498071501
7065.6 12.58245564 0.494702443
7066.4 13.97636795 0.507753345
7067.2 12.26703739 0.500897748
7068 12.06268024 0.505897704
7068.8 13.03190231 0.506632388
7069.6 12.74392796 0.501821077
7070.4 12.82937241 0.495055407
7071.2 11.59050369 0.485818494
7072 12.94116402 0.497128616
7072.8 12.92047977 0.503351591
7073.6 12.66784573 0.49760215
7074.4 12.80003929 0.49522127
7075.2 12.20986652 0.49301672
7076 12.80635548 0.49586023
7076.8 12.5163641 0.487444218
7077.6 12.87879086 0.507693322
7078.4 13.01035213 0.491767532
7079.2 12.75666523 0.490410236
7080 13.06351852 0.512336091
7080.8 13.1180315 0.519556871
7081.6 13.13874054 0.497301088
7082.4 12.9886961 0.507551737
7083.2 12.60026646 0.494767228
7084 12.51607609 0.502259125
7084.8 12.79339981 0.49705877
7085.6 12.80829525 0.495011993
7086.4 13.29518127 0.488713896
7087.2 12.42472076 0.480748763
7088 12.05007553 0.482921931
7088.8 13.76899815 0.491578688
7089.6 12.82804585 0.50107365
7090.4 12.75957584 0.521739685
7091.2 13.90550327 0.525160058
7092 12.83096695 0.502819259
7092.8 12.55409718 0.502369361
7093.6 12.10761261 0.487756103
7094.4 12.40321827 0.481834152
7095.2 11.77311134 0.49169635
7096 12.23237324 0.487397255
7096.8 13.32682991 0.490836446
7097.6 12.20503044 0.470616762
7098.4 12.99370861 0.494960901
7099.2 13.20849514 0.488582789
7100 12.14811325 0.479115963
7100.8 12.55670261 0.476929287
7101.6 12.59746552 0.482102843
7102.4 12.66864395 0.483741565
7103.2 11.96145725 0.483960051
7104 11.86441422 0.478897528
7104.8 12.68334103 0.47944754
7105.6 12.65553665 0.489268533
7106.4 12.41982651 0.489990799
7107.2 12.18565655 0.485487663
7108 12.05234909 0.479691017
7108.8 12.24420547 0.48562869
7109.6 13.06071663 0.483458272
7110.4 12.61331272 0.481621754
7111.2 13.15842915 0.488751164
7112 11.69791317 0.475301325
7112.8 12.33775997 0.475730123
7113.6 12.75065327 0.487313109
7114.4 13.85751247 0.491558835
7115.2 13.60231781 0.489407907
7116 12.52027702 0.487721026
7116.8 12.42236614 0.497891811
7117.6 13.00481701 0.485926432
7118.4 12.08264351 0.485874464
7119.2 13.18801594 0.490861935
7120 12.4855051 0.484163111
7120.8 13.43476295 0.486342338
7121.6 12.70108128 0.493366887
7122.4 11.72417164 0.47193934
7123.2 12.78698063 0.472159354
7124 12.60874271 0.482378219
7124.8 11.60128403 0.485382744
7125.6 12.58028126 0.4879064
7126.4 13.41395378 0.490381443
7127.2 13.38172436 0.485382934
7128 12.67941284 0.477928872
7128.8 11.56673431 0.476983741
7129.6 12.82901669 0.488561601
7130.4 12.84843254 0.5006563
7131.2 12.57783127 0.492084244
7132 11.18995667 0.483978024
7132.8 11.88008881 0.469877948
7133.6 12.14354801 0.48520881
7134.4 11.73484802 0.48361787
7135.2 12.45418453 0.480807875
7136 12.90769958 0.495401648
7136.8 12.56547356 0.486822514
7137.6 12.03909683 0.474835264
7138.4 12.38284206 0.476520484
7139.2 12.11919975 0.469787176
7140 12.7665472 0.479739499
7140.8 12.0941391 0.479583025
7141.6 11.97657585 0.473868497
7142.4 12.67188549 0.478251912
7143.2 11.95355511 0.477720607
7144 12.79500675 0.495493477
7144.8 12.19877243 0.496500883
7145.6 12.72590542 0.505829002
7146.4 13.29403305 0.500416381
7147.2 12.71107864 0.498211991
7148 12.828269 0.496636455
7148.8 12.32011986 0.497461735
7149.6 12.52874088 0.491284915
7150.4 12.91365147 0.49683391
7151.2 13.36142731 0.483802544
7152 13.1671772 0.493574112
7152.8 12.29734993 0.487579606
7153.6 12.67514133 0.480947806
7154.4 12.68085384 0.490902038
7155.2 12.65341759 0.48032341
7156 12.07551479 0.475246652
7156.8 12.99440098 0.480357073
7157.6 12.05018711 0.490499485
7158.4 12.66595364 0.480818449
7159.2 12.74437237 0.484973888
7160 11.79279613 0.482492154
7160.8 12.032094 0.492181489
7161.6 12.2554884 0.487268473
7162.4 12.95097065 0.475327619
7163.2 12.25133705 0.475911018
7164 12.21401882 0.480598393
7164.8 12.61822033 0.48626707
7165.6 13.42130375 0.491730137
7166.4 13.21310139 0.493161496
7167.2 13.71443748 0.499109774
7168 12.72501087 0.491194784
7168.8 12.64707565 0.496740808
7169.6 12.46127701 0.520764853
7170.4 12.80163097 0.526023171
7171.2 12.15590858 0.498305067
7172 12.40490913 0.520373272
7172.8 12.34973049 0.534126531
7173.6 12.57136726 0.503979654
7174.4 12.74163818 0.507922824
7175.2 11.73374367 0.552066167
7176 12.5959425 0.569464312
7176.8 12.02048111 0.50557005
7177.6 12.19294548 0.492931629
7178.4 12.99704647 0.511822077
7179.2 11.85510063 0.564068614
7180 11.42052555 0.570879691
7180.8 12.04793358 0.506509517
7181.6 12.73929787 0.497334607
7182.4 12.26401043 0.469247536
7183.2 12.39694405 0.512366553
7184 12.67678547 0.547054366
7184.8 13.45930099 0.4933072
7185.6 12.31281853 0.48018265
7186.4 12.10620689 0.549936361
7187.2 13.35287952 0.564580815
7188 11.9334898 0.526893345
7188.8 12.81638527 0.616663216
7189.6 12.96072197 0.610390925
7190.4 12.13932514 0.514964265
7191.2 12.5956049 0.470670822
7192 12.59966755 0.460806257
7192.8 12.35501289 0.485632431
7193.6 12.8469677 0.552101472
7194.4 12.5970192 0.542021909
7195.2 11.87529469 0.531093186
7196 12.4273386 0.546696687
7196.8 12.69057274 0.517180985
7197.6 12.83386135 0.520707116
7198.4 12.33063412 0.479307103
7199.2 13.18094349 0.485261055
7200 13.91154385 0.525590226
7200.8 12.14217854 0.514069731
7201.6 12.67845345 0.495842471
7202.4 12.55158901 0.544233756
7203.2 12.63543606 0.623026175
7204 11.50539398 0.547886394
7204.8 12.72106361 0.480630234
7205.6 12.11955738 0.494518559
7206.4 11.58572769 0.550447766
7207.2 13.00260162 0.529903737
7208 12.37621403 0.518293594
7208.8 12.27467155 0.533627522
7209.6 11.36565018 0.500700004
7210.4 12.74992847 0.469110332
7211.2 12.07587051 0.478564738
7212 12.28662205 0.49006099
7212.8 11.9545002 0.472448098
7213.6 11.19714165 0.468565538
7214.4 12.18854427 0.46574698
7215.2 11.85565472 0.463097455
7216 11.7327776 0.451364203
7216.8 12.34406948 0.458376743
7217.6 12.90364265 0.475641048
7218.4 11.98291588 0.490147242
7219.2 12.26131439 0.487908615
7220 12.74465179 0.484646977
7220.8 12.03812981 0.472630081
7221.6 11.59934998 0.462830685
7222.4 11.51302147 0.457379557
7223.2 12.06542683 0.465938738
7224 12.27578354 0.467742658
7224.8 13.01070595 0.497887486
7225.6 12.18665504 0.504205742
7226.4 12.98462391 0.496405926
7227.2 12.87621212 0.470901015
7228 11.94888783 0.464851207
7228.8 12.05267811 0.48058434
7229.6 11.78885841 0.499068071
7230.4 12.30553341 0.489253929
7231.2 11.5331583 0.476225037
7232 11.29170513 0.464665739
7232.8 11.80346203 0.460125862
7233.6 12.40524197 0.471858714
7234.4 12.09724712 0.520802536
7235.2 13.18759632 0.571964048
7236 12.57796574 0.553400117
7236.8 12.26932049 0.579658404
7237.6 12.35194969 0.560649589
7238.4 11.84330654 0.513683887
7239.2 11.73279667 0.496415404
7240 12.15213394 0.553151962
7240.8 12.15489674 0.675662639
7241.6 11.6785059 0.747644577
7242.4 11.65911007 0.887355433
7243.2 13.7494278 0.931469777
7244 12.53102112 0.73391235
7244.8 12.27930737 0.564321862
7245.6 11.6053896 0.611892748
7246.4 12.60764408 0.782763018
7247.2 10.96164036 0.841433906
7248 11.1243124 0.765796712
7248.8 10.83388042 0.63287608
7249.6 10.30920601 0.545042151
7250.4 11.30332661 0.484310515
7251.2 11.81206322 0.482270595
7252 12.55077076 0.482135946
7252.8 11.26615715 0.489706274
7253.6 11.35228443 0.486478045
7254.4 11.43581963 0.578827478
7255.2 11.82764435 0.69531347
7256 10.7621851 0.617188147
7256.8 12.42024899 0.512991513
7257.6 11.98139286 0.481525976
7258.4 12.65790844 0.495101175
7259.2 12.60630894 0.512647675
7260 12.42220211 0.507194744
7260.8 12.67358017 0.494455514
7261.6 12.01130962 0.473810691
7262.4 12.39497852 0.480647124
7263.2 12.58998394 0.497025688
7264 11.64557076 0.484139436
7264.8 12.10789871 0.49245603
7265.6 12.48833275 0.483848799
7266.4 13.51194859 0.51421694
7267.2 12.6925602 0.554232823
7268 12.20948792 0.5672052
7268.8 12.43873405 0.507319345
7269.6 12.15261459 0.479487354
7270.4 12.26008511 0.486968204
7271.2 12.77620792 0.483038053
7272 11.43010235 0.501081988
7272.8 12.01078129 0.500027405
7273.6 12.94451523 0.472114739
7274.4 12.54466534 0.486230313
7275.2 11.69507217 0.530293477
7276 12.43756104 0.533337312
7276.8 12.66261292 0.59818355
7277.6 14.05602837 1.07847461
7278.4 12.055233 1.09859649
7279.2 12.55120373 1.248779791
7280 12.32164669 0.995174984
7280.8 12.81249046 0.538946118
7281.6 12.99269676 0.48842556
7282.4 12.09665298 0.486547314
7283.2 12.53577328 0.504672318
7284 12.81538868 0.501832105
7284.8 12.16081047 0.499396406
7285.6 12.70967865 0.573591636
7286.4 10.97573853 0.648616598
7287.2 12.2646513 0.665153338
7288 12.33442116 0.58148233
7288.8 12.37296677 0.511062024
7289.6 11.71521378 0.528158777
7290.4 12.14568615 0.5167764
7291.2 11.99962711 0.491597948
7292 11.75782299 0.506606222
7292.8 12.23497391 0.569332205
7293.6 12.50812149 0.538240832
7294.4 12.24120426 0.517716574
7295.2 13.43752289 0.511940059
7296 12.53889179 0.484806017
7296.8 11.90647411 0.51202781
7297.6 12.76575661 0.597318319
7298.4 12.77449799 0.554382904
7299.2 12.11111641 0.532106442
7300 11.59571934 0.468076346
7300.8 11.96945572 0.456721134
7301.6 12.74287891 0.480010949
7302.4 11.9154644 0.499678148
7303.2 11.93588638 0.480417626
7304 11.73182678 0.484584376
7304.8 11.56149578 0.567784732
7305.6 12.51435566 0.689867369
7306.4 12.72333813 0.707343955
7307.2 12.10511494 0.588902855
7308 11.13732719 0.487543794
7308.8 12.14024639 0.472213671
7309.6 11.92265511 0.460711944
7310.4 12.74970531 0.474577593
7311.2 11.55968666 0.504365605
7312 12.70671082 0.514470633
7312.8 11.75042057 0.504795052
7313.6 12.6681881 0.505018617
7314.4 11.48251343 0.486182275
7315.2 11.72149754 0.490909822
7316 12.08791637 0.467193614
7316.8 13.46533394 0.510025576
7317.6 11.24027729 0.747481921
7318.4 11.4866457 0.857800464
7319.2 11.77704334 0.796379343
7320 11.87988472 0.637908671
7320.8 12.03096581 0.53175241
7321.6 11.26669884 0.488105043
7322.4 12.45561028 0.47305345
7323.2 12.37610531 0.469641792
7324 12.55557537 0.462701583
7324.8 11.59178829 0.460384071
7325.6 11.91031361 0.455472236
7326.4 11.97014904 0.471748465
7327.2 12.55956745 0.468632389
7328 12.106534 0.457959568
7328.8 11.96334553 0.464815671
7329.6 12.60924339 0.495330064
7330.4 12.00845146 0.561485662
7331.2 11.06894493 0.617234451
