#Wavelength Flux Error
4839.2 23.54720688 1.007192675
4840 23.8454361 0.975393983
4840.8 22.82161522 0.992552566
4841.6 23.53331184 0.997811963
4842.4 25.22446442 1.012067322
4843.2 24.73519516 0.991172863
4844 23.5909214 1.002743857
4844.8 23.35433006 0.98002962
4845.6 24.1418438 0.975022884
4846.4 22.21940422 0.998762109
4847.2 23.72589302 0.971697355
4848 23.53383255 0.970297045
4848.8 23.94839096 0.984889338
4849.6 23.22587013 0.970686921
4850.4 24.15985489 0.982167331
4851.2 23.45382309 0.975423299
4852 23.84574318 0.988805845
4852.8 22.68452263 0.963060842
4853.6 23.44080544 0.95497944
4854.4 22.88257217 0.955797419
4855.2 22.32520866 0.969057485
4856 21.87088966 0.950430917
4856.8 23.97222328 0.978746062
4857.6 23.44769669 0.981672554
4858.4 21.99062157 0.942477636
4859.2 23.38797951 0.967029879
4860 24.14030647 0.966654459
4860.8 21.45078087 0.930797604
4861.6 22.42569351 0.95549123
4862.4 24.05182457 0.963582223
4863.2 24.14713478 0.962400171
4864 23.91667175 0.96851607
4864.8 22.91667557 0.952278265
4865.6 21.29468536 0.927960455
4866.4 22.06855202 0.943348334
4867.2 24.90006447 0.988998197
4868 23.55550385 0.984172011
4868.8 23.37353325 0.959226806
4869.6 23.1769886 0.947519855
4870.4 23.22622681 0.978654034
4871.2 25.2638607 0.983440035
4872 24.498806 0.955358099
4872.8 22.61013222 0.975315062
4873.6 23.85918427 0.969771001
4874.4 22.05811501 0.940219755
4875.2 24.43603706 0.985353583
4876 21.891819 0.956037696
4876.8 23.87892914 0.958566271
4877.6 24.52232933 0.944367799
4878.4 23.42831993 0.988191498
4879.2 24.87873459 0.966221403
4880 24.31791878 0.965901061
4880.8 22.66729927 0.958675329
4881.6 22.70486069 0.974616395
4882.4 24.02847862 0.975173141
4883.2 22.37137222 0.964652354
4884 22.28864861 0.97262215
4884.8 23.02583504 0.966507136
4885.6 22.73853111 0.95476268
4886.4 21.57612038 0.969468786
4887.2 26.02462769 0.981430179
4888 23.36221313 0.961643735
4888.8 23.01181984 0.958206649
4889.6 23.08548737 0.952636095
4890.4 22.92422104 0.976033355
4891.2 24.80624962 0.972670085
4892 22.44370079 0.961013376
4892.8 22.7824955 0.962436142
4893.6 23.26084709 0.953630171
4894.4 22.02457428 0.935219976
4895.2 23.25099945 0.951577835
4896 22.53917694 0.935797675
4896.8 23.62876701 0.963829862
4897.6 24.34070206 0.970508542
4898.4 24.352005 0.957068177
4899.2 22.68765068 0.929224144
4900 23.0340519 0.943695587
4900.8 24.00798607 0.929079464
4901.6 22.5754509 0.953933694
4902.4 24.65859032 0.972248015
4903.2 22.55563545 0.941955277
4904 23.65422058 0.941947905
4904.8 23.30497169 0.976239975
4905.6 23.22171211 0.963608887
4906.4 23.523489 0.939620877
4907.2 21.86506271 0.923804318
4908 23.82129097 0.946545504
4908.8 22.50746918 0.932688872
4909.6 24.29517555 0.932503078
4910.4 23.76316452 0.950052718
4911.2 24.23310471 0.951161026
4912 23.26119232 0.960439168
4912.8 23.5353756 0.957596523
4913.6 22.95748138 0.957668131
4914.4 24.72122574 0.959614703
4915.2 22.04169273 0.922568105
4916 22.43440247 0.969223289
4916.8 24.04114914 0.959752941
4917.6 22.75488281 0.943322066
4918.4 21.75458717 0.920997246
4919.2 21.9326992 0.950420632
4920 23.96618271 0.939310357
4920.8 21.82860565 0.935697655
4921.6 23.92801285 0.930854184
4922.4 22.98998833 0.95140429
4923.2 22.99103355 0.944172983
4924 23.31138802 0.936314352
4924.8 22.61142159 0.935537583
4925.6 23.17740631 0.931828474
4926.4 25.9259758 0.972140831
4927.2 23.29231644 0.952719172
4928 21.87190628 0.942687233
4928.8 23.41776276 0.950990682
4929.6 22.37532234 0.940619611
4930.4 24.25251389 0.935598937
4931.2 22.45751762 0.943632175
4932 21.95286942 0.934555808
4932.8 22.54465675 0.93198636
4933.6 23.70858192 0.958903121
4934.4 22.91621971 0.952190981
4935.2 24.39676094 0.96548511
4936 24.66308212 1.050167588
4936.8 22.49884415 1.055198067
4937.6 22.17969131 1.00631534
4938.4 24.16014671 0.934324168
4939.2 23.82039833 0.948933149
4940 22.79991913 0.943617251
4940.8 25.22203827 0.951402083
4941.6 22.50966644 0.930316059
4942.4 22.53175926 0.929358892
4943.2 23.16644478 0.91154192
4944 24.45728683 0.951849484
4944.8 22.66428947 0.938035235
4945.6 23.66857147 0.941420657
4946.4 23.3273468 0.944188134
4947.2 22.04764748 0.941417971
4948 21.72541237 0.916843419
4948.8 21.87044144 0.908016471
4949.6 22.13256264 0.912872045
4950.4 23.65034866 0.918479712
4951.2 23.78146172 0.926705513
4952 21.5587635 0.918950871
4952.8 22.68255043 0.925311447
4953.6 23.2804718 0.93629669
4954.4 22.27282143 0.91807315
4955.2 23.96875954 0.93466359
4956 23.81852341 0.928172332
4956.8 22.22417641 0.898683272
4957.6 21.06070137 0.914609547
4958.4 23.21929932 0.928107568
4959.2 21.76386642 0.925012959
4960 24.01395798 0.923856483
4960.8 21.80691338 0.908200196
4961.6 23.47512054 0.903346861
4962.4 22.92619896 0.914132828
4963.2 21.48885536 0.905866507
4964 21.44683647 0.905276294
4964.8 21.30142212 0.910201322
4965.6 24.26608276 0.923963707
4966.4 22.35601807 0.927037077
4967.2 23.9396553 0.91763811
4968 22.50860786 0.931326598
4968.8 23.24359512 0.943729401
4969.6 21.19185448 0.912471613
4970.4 21.53793144 0.930032458
4971.2 21.33783531 0.910226088
4972 21.48280907 0.907502981
4972.8 22.66957474 0.910525871
4973.6 23.24477196 0.927207839
4974.4 22.37346458 0.932199897
4975.2 23.62560463 0.938063229
4976 22.26591301 0.902500262
4976.8 22.4330368 0.923816912
4977.6 22.66776848 0.921413209
4978.4 23.11427116 0.906259456
4979.2 21.82806396 0.911371635
4980 22.82427406 0.905011486
4980.8 22.16233635 0.932283778
4981.6 21.74068069 0.92319089
4982.4 23.069561 0.928586787
4983.2 23.18549347 0.905971932
4984 20.3929863 0.901006385
4984.8 23.40498543 0.906472526
4985.6 23.22707367 0.904702858
4986.4 22.45736313 0.893687925
4987.2 22.37615013 0.90139972
4988 22.15714645 0.923943068
4988.8 22.42819023 0.91615761
4989.6 22.22788429 0.905668431
4990.4 21.44558334 0.891876353
4991.2 22.16016006 0.920142303
4992 23.07110596 0.915475076
4992.8 23.10446167 0.897280741
4993.6 21.07571983 0.918171452
4994.4 22.67797661 0.924615002
4995.2 23.46372604 0.937056521
4996 22.36916161 0.906855195
4996.8 21.41337585 0.920256879
4997.6 23.28678131 0.919061856
4998.4 21.67341805 0.887782696
4999.2 22.37999344 0.904362933
5000 21.25961685 0.927725402
5000.8 22.90907097 0.909730606
5001.6 22.50300217 0.90547845
5002.4 22.03018379 0.902281793
5003.2 21.68486404 0.900839583
5004 20.76887131 0.894763246
5004.8 21.53614235 0.895136914
5005.6 20.62786293 0.897489436
5006.4 21.38936615 0.9019037
5007.2 22.06453514 0.891771799
5008 20.66085243 0.897355415
5008.8 21.65400887 0.892237947
5009.6 22.21697617 0.909895707
5010.4 23.32648659 0.901138864
5011.2 22.84547424 0.903318961
5012 20.6269722 0.884774113
5012.8 22.25316238 0.895138282
5013.6 22.32281113 0.900835487
5014.4 21.68715096 0.905329629
5015.2 20.70466232 0.886505537
5016 21.65611649 0.891064013
5016.8 21.13142776 0.88630275
5017.6 22.17181015 0.89609874
5018.4 22.3667717 0.900086446
5019.2 21.67043304 0.879350642
5020 21.27915001 0.890288671
5020.8 22.94277954 0.904847395
5021.6 19.81553078 0.887170833
5022.4 22.16585922 0.900489152
5023.2 21.6624279 0.869352139
5024 21.31376839 0.886652079
5024.8 20.77329063 0.882896871
5025.6 20.50160599 0.898569603
5026.4 22.8877182 0.895613928
5027.2 20.9496727 0.88855418
5028 22.17967987 0.883190567
5028.8 23.08442688 0.887742244
5029.6 22.33750916 0.877713959
5030.4 21.26844597 0.884864909
5031.2 23.14146996 0.884953297
5032 20.64185715 0.88942324
5032.8 21.38220024 0.89469673
5033.6 22.40814209 0.877732297
5034.4 21.11220169 0.869433216
5035.2 19.30504417 0.880194617
5036 20.38323975 0.881345195
5036.8 20.97707748 0.865210328
5037.6 21.33886147 0.886223334
5038.4 20.8571701 0.892493096
5039.2 20.24517822 0.868988394
5040 21.95571136 0.876879545
5040.8 21.9563694 0.885918936
5041.6 22.46955109 0.887076412
5042.4 21.17997742 0.884801196
5043.2 20.3254528 0.897590755
5044 21.2135849 0.900010088
5044.8 21.53656006 0.888285223
5045.6 20.96410942 0.880969373
5046.4 20.9111042 0.88665266
5047.2 22.57069016 0.882262258
5048 21.23285675 0.874958764
5048.8 21.2786808 0.870076094
5049.6 21.49063492 0.873578045
5050.4 21.41000938 0.90042505
5051.2 19.43502426 0.888609548
5052 20.8977375 0.878213701
5052.8 23.41384125 0.872893601
5053.6 20.74041557 0.864639075
5054.4 20.1318512 0.880229452
5055.2 20.64488983 0.866101901
5056 23.57529259 0.892239175
5056.8 22.85798264 0.895512806
5057.6 20.90592003 0.890384037
5058.4 21.37230301 0.878035876
5059.2 20.97236824 0.86977489
5060 23.20257378 0.890429607
5060.8 19.99194336 0.85954934
5061.6 20.88455582 0.85490254
5062.4 21.77172279 0.876489576
5063.2 21.45687294 0.864249697
5064 22.35843849 0.855882339
5064.8 21.12241364 0.87426685
5065.6 21.55928612 0.89997372
5066.4 20.91654968 0.863705612
5067.2 20.155056 0.883123232
5068 22.05462074 0.890981751
5068.8 22.00050354 0.872643999
5069.6 20.7028141 0.860140597
5070.4 20.64246941 0.871891614
5071.2 22.10289955 0.871157604
5072 21.88589096 0.8802499
5072.8 17.62252235 0.852669331
5073.6 21.34532928 0.843036848
5074.4 22.26210213 0.874755178
5075.2 21.19600868 0.862617955
5076 21.43101311 0.857008496
5076.8 22.65940475 0.866611967
5077.6 21.97083664 0.860599772
5078.4 20.12123108 0.828824494
5079.2 20.45947075 0.854935762
5080 20.58537483 0.864670593
5080.8 19.14213943 0.867912049
5081.6 16.40667915 0.835576272
5082.4 14.02499485 0.762969731
5083.2 14.67250633 0.767174087
5084 16.23096466 0.828304566
5084.8 18.54965973 0.862620327
5085.6 19.83867073 0.851311909
5086.4 19.83045959 0.853179893
5087.2 21.5770607 0.849915825
5088 22.04052544 0.871997708
5088.8 22.00895691 0.86364494
5089.6 19.04072762 0.860874694
5090.4 22.93829727 0.860102176
5091.2 20.35348129 0.872193363
5092 20.58241653 0.868965748
5092.8 20.78342819 0.847709386
5093.6 20.10821915 0.863130702
5094.4 21.53721619 0.865997634
5095.2 21.04144669 0.86062952
5096 20.11568832 0.853695304
5096.8 20.04447365 0.842831112
5097.6 22.01278305 0.847552319
5098.4 20.28933716 0.840157882
5099.2 20.92815399 0.84248114
5100 19.42634964 0.851624038
5100.8 22.99671936 0.88252832
5101.6 20.95406342 0.868595847
5102.4 20.73286247 0.879168804
5103.2 20.70706177 0.852596363
5104 19.041605 0.850860972
5104.8 21.79152298 0.85846526
5105.6 20.4733696 0.84919796
5106.4 20.15363312 0.853449024
5107.2 20.79428482 0.852012112
5108 21.44018364 0.880104884
5108.8 21.36744118 0.867254395
5109.6 22.039711 0.868790315
5110.4 20.04752922 0.874110479
5111.2 20.74712372 0.849745788
5112 20.43539238 0.851684164
5112.8 19.31705093 0.871760166
5113.6 21.49640465 0.866406708
5114.4 22.10872269 0.840773221
5115.2 19.6488266 0.866502707
5116 21.71506882 0.873613055
5116.8 21.96848679 0.867357755
5117.6 20.75078392 0.851404853
5118.4 20.69775391 0.850735908
5119.2 21.00255394 0.835520468
5120 21.40772438 0.83655259
5120.8 20.73061752 0.863076857
5121.6 20.52434349 0.866853943
5122.4 21.2218895 0.848897058
5123.2 22.45822716 0.873639404
5124 20.51673698 0.864377584
5124.8 21.07282066 0.833495449
5125.6 21.17835426 0.829021226
5126.4 20.02210236 0.826724229
5127.2 20.80118752 0.828312052
5128 21.02803612 0.843395665
5128.8 21.51219559 0.86157705
5129.6 19.34276962 0.841188113
5130.4 20.87353516 0.864290793
5131.2 20.4920063 0.879201412
5132 20.65404129 0.853274821
5132.8 19.95268822 0.846285327
5133.6 21.28884697 0.869377204
5134.4 20.01967812 0.8637885
5135.2 21.15890884 0.853332778
5136 21.65991783 0.85511855
5136.8 21.23170662 0.845168295
5137.6 21.25431633 0.874540811
5138.4 21.11943817 0.848825164
5139.2 20.88271904 0.854495778
5140 20.35832787 0.851872132
5140.8 20.64873505 0.860723498
5141.6 20.46442032 0.838713696
5142.4 19.39080429 0.848055992
5143.2 20.60678291 0.852535343
5144 21.06763649 0.846100996
5144.8 20.74676895 0.847607774
5145.6 20.34100151 0.835523006
5146.4 19.03332138 0.843693366
5147.2 20.92807007 0.87053647
5148 20.17193222 0.85824207
5148.8 19.82375717 0.838797157
5149.6 19.17172813 0.832672003
5150.4 19.36839104 0.836596351
5151.2 20.87372398 0.838008877
5152 20.22793198 0.827030105
5152.8 20.35817909 0.842172687
5153.6 20.80975533 0.846484167
5154.4 20.00767326 0.833653462
5155.2 22.23989105 0.851204327
5156 20.09464264 0.839051352
5156.8 21.22556114 0.836459018
5157.6 20.51730728 0.838838739
5158.4 19.02740097 0.827255121
5159.2 20.87480354 0.838667808
5160 20.90995026 0.847223764
5160.8 21.31167793 0.852958395
5161.6 19.15589142 0.834290846
5162.4 20.53162384 0.822271593
5163.2 18.26373291 0.817030982
5164 20.71710396 0.82546096
5164.8 18.61065674 0.821371819
5165.6 20.49846077 0.839073745
5166.4 19.50281906 0.84304349
5167.2 18.98323822 0.834045518
5168 21.22356033 0.82857046
5168.8 20.48052597 0.845094106
5169.6 19.5050354 0.800122007
5170.4 19.41002083 0.821890506
5171.2 18.73243523 0.811621368
5172 19.67986488 0.820275364
5172.8 18.94684601 0.829094693
5173.6 19.32147217 0.831012055
5174.4 19.78419685 0.83042478
5175.2 20.28412247 0.816773117
5176 20.53497124 0.827850537
5176.8 19.44730186 0.808423369
5177.6 20.60146904 0.833068844
5178.4 20.71576309 0.830346113
5179.2 19.79880714 0.820203789
5180 19.98075104 0.823206051
5180.8 20.7655468 0.83927896
5181.6 20.17495537 0.810020659
5182.4 21.17634773 0.834065334
5183.2 18.92498779 0.80854842
5184 18.80958557 0.81043505
5184.8 19.83448029 0.794286049
5185.6 19.63610458 0.800935507
5186.4 19.84924698 0.825025345
5187.2 19.79671478 0.83176928
5188 19.79730034 0.820773618
5188.8 20.72221565 0.831228664
5189.6 19.88733482 0.817689357
5190.4 19.73679733 0.823143878
5191.2 21.22935486 0.824894266
5192 18.44003105 0.801603932
5192.8 20.35017967 0.830243283
5193.6 20.17022133 0.829785856
5194.4 20.88596725 0.831809894
5195.2 19.84377289 0.841255458
5196 21.43450356 0.84829192
5196.8 20.73190117 0.836126607
5197.6 19.86772537 0.833400656
5198.4 19.78586197 0.833923574
5199.2 19.89196014 0.827498929
5200 20.53386497 0.839300632
5200.8 19.52857208 0.840046452
5201.6 20.09101868 0.831228184
5202.4 20.47750092 0.846118939
5203.2 21.32039642 0.851791448
5204 19.70878792 0.832088828
5204.8 21.13199997 0.822371787
5205.6 20.44856644 0.847039326
5206.4 20.57844353 0.834850955
5207.2 20.21449852 0.821965039
5208 19.14819717 0.820163635
5208.8 19.49238205 0.845742465
5209.6 19.83482933 0.829847877
5210.4 19.66541862 0.823815588
5211.2 21.36240387 0.843935057
5212 18.86246109 0.824058367
5212.8 21.84266281 0.845074788
5213.6 19.04846001 0.817868482
5214.4 20.40886307 0.814672734
5215.2 18.12823105 0.806845572
5216 19.96511459 0.817564251
5216.8 19.13147545 0.824172363
5217.6 19.243433 0.812277827
5218.4 19.96370125 0.803393974
5219.2 19.26659012 0.819706735
5220 20.19916725 0.822538583
5220.8 19.97159195 0.812595859
5221.6 18.66127968 0.831100628
5222.4 17.56917191 0.807444968
5223.2 18.66912842 0.820944555
5224 20.2745266 0.818703394
5224.8 18.79839706 0.814577872
5225.6 19.99333763 0.841087515
5226.4 20.74753189 0.821543988
5227.2 20.86147118 0.829500182
5228 21.06234741 0.813745035
5228.8 20.09642792 0.816387783
5229.6 19.78681564 0.819410091
5230.4 19.74086189 0.806215929
5231.2 19.7272644 0.810417823
5232 19.11739922 0.809367284
5232.8 20.11512756 0.817914529
5233.6 18.96750069 0.811359326
5234.4 18.92904854 0.818728123
5235.2 19.3975544 0.80115441
5236 19.89844131 0.820701122
5236.8 20.1999321 0.829436742
5237.6 18.82181358 0.815391686
5238.4 18.71850777 0.811729387
5239.2 20.19504547 0.81939117
5240 18.44925308 0.811313995
5240.8 18.08344269 0.829209263
5241.6 19.79037857 0.817755615
5242.4 19.18072319 0.816650964
5243.2 20.36533737 0.820088835
5244 18.21508789 0.81239806
5244.8 19.38829803 0.80208715
5245.6 21.24223518 0.814007114
5246.4 20.89288712 0.814037946
5247.2 20.74375534 0.833707374
5248 19.62747765 0.81699503
5248.8 20.10059166 0.828582666
5249.6 21.04927444 0.830157439
5250.4 19.96864319 0.827019282
5251.2 19.70363998 0.835791146
5252 19.23391533 0.830240418
5252.8 20.80579185 0.835099842
5253.6 18.71756935 0.821493393
5254.4 20.49326515 0.822168421
5255.2 19.4478302 0.827384762
5256 19.0102272 0.830482813
5256.8 20.92427254 0.83523734
5257.6 20.75251961 0.835499922
5258.4 20.2168026 0.836256038
5259.2 18.85959053 0.808757893
5260 19.64216042 0.818902596
5260.8 18.00327873 0.79713479
5261.6 19.16023445 0.789380743
5262.4 18.59205818 0.830023558
5263.2 20.04433823 0.829150817
5264 20.61946487 0.824052664
5264.8 19.88126183 0.824681501
5265.6 21.14220619 0.828647911
5266.4 21.61093903 0.808114014
5267.2 19.79457283 0.825442254
5268 18.63457489 0.810306078
5268.8 19.51202393 0.824262272
5269.6 20.57275581 0.819781924
5270.4 18.79869843 0.829158462
5271.2 18.91740036 0.82004735
5272 21.42613411 0.836775761
5272.8 17.95851135 0.821675394
5273.6 21.19617462 0.823828785
5274.4 20.0484848 0.82847066
5275.2 20.76205444 0.820336264
5276 21.27739525 0.85846311
5276.8 20.27581215 0.836135387
5277.6 19.4054451 0.822923097
5278.4 19.02112389 0.832774706
5279.2 20.37427521 0.81818598
5280 19.48925209 0.833035005
5280.8 19.78193283 0.824361627
5281.6 19.44188118 0.829126117
5282.4 20.68811607 0.830607045
5283.2 20.69073486 0.833215478
5284 18.9382782 0.8259955
5284.8 19.07909966 0.801800432
5285.6 20.8194046 0.821886105
5286.4 20.28346443 0.826523709
5287.2 20.47140694 0.820787065
5288 17.96030426 0.820629897
5288.8 20.43373108 0.828550694
5289.6 21.09318161 0.828481506
5290.4 18.81900024 0.831492929
5291.2 18.99382782 0.818474106
5292 20.13195419 0.818331066
5292.8 19.67780685 0.811912279
5293.6 19.84807014 0.812099923
5294.4 19.62141228 0.801393801
5295.2 18.71394348 0.823957489
5296 19.228405 0.824841545
5296.8 21.65090561 0.821101871
5297.6 19.78064156 0.830862786
5298.4 18.57340622 0.815424906
5299.2 19.83623123 0.809537452
5300 20.28051186 0.824852383
5300.8 19.23025131 0.815847878
5301.6 19.49432182 0.819104891
5302.4 19.6942215 0.820495667
5303.2 21.57188988 0.823459408
5304 19.33284569 0.833127019
5304.8 20.22250366 0.831557082
5305.6 20.37299538 0.815697217
5306.4 20.33648682 0.831705868
5307.2 21.36735916 0.826912864
5308 20.11497116 0.829765901
5308.8 19.47659302 0.841230441
5309.6 20.95941353 0.826909898
5310.4 19.51345634 0.832891428
5311.2 20.38150787 0.825481646
5312 19.96674919 0.804427973
5312.8 18.9227562 0.804687299
5313.6 20.86071777 0.816895618
5314.4 19.43333244 0.827755291
5315.2 21.30548668 0.835367228
5316 19.04982948 0.818696329
5316.8 18.9949131 0.795836712
5317.6 19.60509682 0.810205949
5318.4 19.73797417 0.828915934
5319.2 19.74729919 0.817321534
5320 19.39332581 0.809207077
5320.8 21.10243797 0.811800105
5321.6 19.77219582 0.823435978
5322.4 19.6510849 0.823378013
5323.2 19.87976837 0.803349749
5324 18.35580444 0.809324751
5324.8 20.13798714 0.809832141
5325.6 19.41418457 0.838133324
5326.4 20.34165955 0.826614288
5327.2 21.86916351 0.82762828
5328 20.54148293 0.824038956
5328.8 20.08208847 0.837607986
5329.6 19.50953102 0.96549262
5330.4 18.82875443 1.028082364
5331.2 19.22189522 0.930581378
5332 19.89595032 0.829900133
5332.8 20.57458305 0.819618539
5333.6 18.97920418 0.804570456
5334.4 19.62832642 0.806042446
5335.2 18.50485802 0.800525053
5336 19.06757355 0.812403685
5336.8 18.85442352 0.801610103
5337.6 19.81851768 0.811985023
5338.4 19.23194313 0.80853084
5339.2 19.21071434 0.809190307
5340 18.92870331 0.799370982
5340.8 19.54308128 0.809149128
5341.6 19.26029396 0.804723701
5342.4 19.56066895 0.816000112
5343.2 19.40105247 0.805672062
5344 18.32522774 0.804227582
5344.8 19.60416222 0.818941779
5345.6 18.91009521 0.788151225
5346.4 19.37406921 0.809225838
5347.2 21.30880928 0.818985323
5348 19.31791687 0.823047688
5348.8 19.93802071 0.811270518
5349.6 19.71813583 0.800747996
5350.4 18.143013 0.819268297
5351.2 20.66892433 0.823299868
5352 19.30947876 0.816738271
5352.8 19.06665802 0.798421251
5353.6 18.21348763 0.782796753
5354.4 18.1862278 0.804262835
5355.2 19.84176445 0.818552029
5356 19.56453323 0.805733976
5356.8 20.07357597 0.806019099
5357.6 20.57735634 0.813969599
5358.4 18.35187531 0.793614208
5359.2 20.12967873 0.810380961
5360 20.10151482 0.809441085
5360.8 19.253582 0.791964684
5361.6 18.84918404 0.798762187
5362.4 18.80676651 0.794681322
5363.2 19.23772812 0.803815546
5364 20.3032856 0.803770354
5364.8 19.61908722 0.794834281
5365.6 18.85616302 0.814953163
5366.4 18.78833199 0.791956571
5367.2 18.96555519 0.808326486
5368 19.94406319 0.81269147
5368.8 19.16316032 0.803311216
5369.6 19.4913044 0.832191109
5370.4 20.40636444 0.815218608
5371.2 19.32699776 0.797576759
5372 17.9825325 0.823302596
5372.8 18.0298748 0.793311509
5373.6 18.3589325 0.79125793
5374.4 19.59645653 0.804396172
5375.2 18.96460342 0.803331672
5376 19.7329216 0.810449582
5376.8 19.47742462 0.808011206
5377.6 19.12885857 0.801285226
5378.4 19.19389153 0.780021939
5379.2 18.22067451 0.779225978
5380 18.3775692 0.782755414
5380.8 20.03029633 0.79657546
5381.6 19.55953407 0.811107461
5382.4 20.22850609 0.795886799
5383.2 18.62332535 0.800182802
5384 19.64268875 0.80666311
5384.8 18.8396225 0.795946724
5385.6 18.368927 0.791844387
5386.4 19.64857292 0.785773573
5387.2 18.28325272 0.798785699
5388 19.04886818 0.810918723
5388.8 20.13063622 0.790267091
5389.6 18.23729134 0.794775774
5390.4 19.79664803 0.790479864
5391.2 20.37235832 0.801479957
5392 19.78199959 0.779338385
5392.8 18.39497757 0.798974418
5393.6 19.54185104 0.791389126
5394.4 17.70964241 0.788233617
5395.2 20.06866455 0.805945231
5396 18.79919624 0.777834563
5396.8 17.9984951 0.773612762
5397.6 19.45253181 0.792848604
5398.4 19.09793854 0.786055302
5399.2 18.3799324 0.775573458
5400 18.97568321 0.807337772
5400.8 17.96644974 0.7731816
5401.6 19.33797073 0.768956103
5402.4 19.46571159 0.820070031
5403.2 19.3650589 0.788089513
5404 18.94707108 0.782924757
5404.8 20.34978867 0.805806943
5405.6 19.72210503 0.790257913
5406.4 20.04008102 0.788358583
5407.2 19.25055504 0.796253985
5408 17.69437218 0.771768275
5408.8 18.93218613 0.788590658
5409.6 20.12770462 0.822379346
5410.4 18.3799324 0.785464648
5411.2 19.84865189 0.792063916
5412 19.35006523 0.789017212
5412.8 19.54372025 0.779070353
5413.6 19.59361839 0.790586963
5414.4 17.48706436 0.793183579
5415.2 20.13689041 0.815507165
5416 19.64420509 0.79229006
5416.8 17.38798141 0.783991493
5417.6 18.7889576 0.794710968
5418.4 19.61098671 0.801761139
5419.2 20.20886421 0.807668123
5420 20.36777878 0.802707469
5420.8 19.22192383 0.776864037
5421.6 18.62090302 0.8091185
5422.4 18.6190567 0.804145713
5423.2 20.23873901 0.793654014
5424 18.19173431 0.785545248
5424.8 19.49423218 0.780136813
5425.6 19.07296562 0.794838472
5426.4 18.77654839 0.805833329
5427.2 18.59467506 0.794522203
5428 16.23766899 0.780836575
5428.8 19.88197517 0.781271611
5429.6 20.39856339 0.797042754
5430.4 18.3072834 0.798258116
5431.2 21.07492828 0.801582933
5432 17.79375267 0.782974849
5432.8 19.55543709 0.793246078
5433.6 17.87226677 0.798133051
5434.4 19.31289673 0.789581827
5435.2 18.73557663 0.79010761
5436 18.25631523 0.782962404
5436.8 19.72613716 0.794770957
5437.6 18.43747902 0.798972047
5438.4 18.41010857 0.788829111
5439.2 20.37761497 0.809188285
5440 18.89903069 0.805861058
5440.8 18.24678421 0.780917915
5441.6 18.98392677 0.801312917
5442.4 20.78084373 0.793205025
5443.2 19.2442646 0.810837177
5444 18.85646439 0.789454401
5444.8 19.90941811 0.801748637
5445.6 20.30981636 0.78940546
5446.4 18.27222252 0.784264034
5447.2 17.08391571 0.776057329
5448 19.78465652 0.80073802
5448.8 18.90395546 0.798915387
5449.6 19.87879562 0.792388911
5450.4 18.33287621 0.782679929
5451.2 17.78952789 0.773087092
5452 19.08191299 0.786178974
5452.8 19.11708069 0.800851241
5453.6 20.25633621 0.79992869
5454.4 18.23505402 0.787838322
5455.2 19.48921013 0.786485032
5456 19.44933891 0.794535507
5456.8 19.4344902 0.796204731
5457.6 18.58285713 0.798641803
5458.4 17.82664871 0.785975211
5459.2 20.63599968 0.789725577
5460 19.1348877 0.776518775
5460.8 19.37037849 0.792027222
5461.6 19.50533485 0.822775687
5462.4 19.35352898 0.817520901
5463.2 19.97246552 0.836525687
5464 18.7032032 0.811231757
5464.8 18.76458931 0.792044161
5465.6 18.11287689 0.797087485
5466.4 17.85078812 0.775501476
5467.2 17.91695976 0.792941364
5468 18.85506439 0.793808825
5468.8 18.28776741 0.775979169
5469.6 18.8219223 0.780447312
5470.4 19.25785255 0.787430845
5471.2 18.84146881 0.799048575
5472 18.91158485 0.776136237
5472.8 18.72069168 0.782325202
5473.6 17.69500542 0.776457746
5474.4 19.9095974 0.812229723
5475.2 20.08093071 0.793947439
5476 17.70017624 0.767663322
5476.8 18.40226936 0.786254347
5477.6 17.5619297 0.769254903
5478.4 19.22311783 0.794201953
5479.2 20.85846138 0.795145109
5480 18.65299225 0.771766713
5480.8 16.67826653 0.762454799
5481.6 18.41366577 0.779389343
5482.4 18.66094398 0.786537811
5483.2 18.86556435 0.7778526
5484 18.54159546 0.782276033
5484.8 18.23660088 0.784723664
5485.6 19.15078163 0.775513625
5486.4 17.49724197 0.780772991
5487.2 18.02421761 0.781247878
5488 17.70614052 0.763584938
5488.8 19.82748032 0.789636465
5489.6 18.80705833 0.788876775
5490.4 18.63135147 0.76987517
5491.2 20.19606209 0.779299312
5492 19.31403351 0.792679955
5492.8 18.86959267 0.794594619
5493.6 17.12469101 0.760317824
5494.4 18.99564552 0.772536549
5495.2 18.68325996 0.749794063
5496 19.07479668 0.776731692
5496.8 18.68527794 0.778922257
5497.6 17.23722076 0.764225976
5498.4 18.23079872 0.791181197
5499.2 18.03726768 0.775209225
5500 18.20722008 0.764495696
5500.8 18.48703957 0.771205559
5501.6 19.2940979 0.793708339
5502.4 19.21809769 0.784558907
5503.2 17.85645294 0.770307116
5504 18.99846458 0.795238378
5504.8 19.55289841 0.782555358
5505.6 18.34307861 0.760525108
5506.4 19.593647 0.781422729
5507.2 18.94449425 0.769796933
5508 17.63237 0.777747537
5508.8 17.85832214 0.800781539
5509.6 18.72552872 0.784360026
5510.4 18.1748867 0.777525574
5511.2 16.69213867 0.765034206
5512 18.66913986 0.781612867
5512.8 17.55515289 0.779331049
