# wave   flux   error
1167.8274516186682  32.87261759248622  12.123451496908212
1168.0960860906862  23.70765524920885  11.575673659136585
1168.3648003472222  21.79271376996869  11.386307853763848
1168.6342326644199  5.631531006603532  10.705742105108405
1168.9031064899918  2.611530774197553  10.974636298952475
1169.1726185917075  13.260087469747903  11.777362045139288
1169.4416519863153  7.934820897083359  11.843281914772186
1169.711323657067  16.450788708953063  11.222093065476988
1169.980357051675  30.78588039200959  11.569956971963167
1170.2495500153186  20.8715663265733  11.233153676634965
1170.5193812551063  9.630815034387156  10.564711762899197
1170.788654003268  9.586834155336975  10.361909991614274
1171.0586448120914  6.052858959240876  10.01745748821753
1171.328077129289  8.187000073801393  9.852332739670928
1171.5981477226308  19.505912817117196  9.799592703337764
1171.8676598243464  5.325058906147011  9.026166614004321
1172.1372517105801  11.923111835770206  9.608481194277795
1172.4075616574755  36.84229703705324  9.989043802606526
1172.6772333282272  24.019357562622034  9.903615980790798
1172.9477028441586  17.650229408680595  9.52389665933659
1173.217534083946  12.919358420168587  9.27997976313514
1173.4880833843954  31.100046145369205  9.966618043597919
1173.757994408701  28.365605605421273  9.258958758115712
1174.0280650020425  14.056473590080335  9.495109642597132
1174.2987738715278  36.937017479431695  9.818187205179573
1174.5689242493872  21.781291014883486  9.740019306928138
1174.8397926879086  22.24380803556112  9.646916948188933
1175.110022850286  22.299403596325313  9.647213283408242
1175.381050857843  28.582541851816057  9.781296092771075
1175.6514405892565  40.563705176517765  10.000730834262232
1175.9218303206699  34.52825869351546  9.669775557664739
1176.7349143433414  50.30461522527466  9.783559994614272
1177.0056232128268  43.58996789994616  9.451124605376446
1177.2770501429738  26.62966910663354  9.000308184345013
1177.5478387969772  31.081158162240044  8.528440995775016
1177.8187072354983  16.683367573042034  8.049321675933337
1178.0903735191994  29.131667624056988  8.462776983190313
1178.3614015267565  32.80527718427023  8.370847061007382
1178.6330678104575  28.933807232226393  8.215277377205435
1178.9042553870506  34.50332541762299  8.218191553044484
1179.1760812397877  44.27169202821833  8.301097755627575
1179.4473486008987  34.93126238329928  8.340205907425448
1179.7186957465278  46.73338417496074  8.358435600416193
1179.9907609528186  31.51580537046806  8.097498559458257
1180.2621878829657  28.299697714561432  7.955838345400529
1180.5343328737745  38.31282421772975  7.878568026265019
1180.8059193729575  9.845894490259097  7.477825458855452
1181.0782239328023  24.339514131540934  7.750939035810651
1181.3498902165034  34.0318047394674  7.975260214676647
1181.6217160692402  39.55948816821512  8.307754735221621
1181.894180198121  31.07922304231807  7.610814797625909
1182.1660858353757  21.053397076957594  7.534887703342423
1182.4387095332925  33.073231921307666  7.4657036305542155
1182.7106949550653  16.939443140375932  7.2573558040929385
1182.9833984375  17.04129615680319  7.075303443221962
1183.2555434283088  28.641403708936085  7.778300621184509
1183.5284064797793  26.240971994882976  7.466274441942911
1183.8007110396243  15.990096958397288  7.515286024673767
1184.073015599469  27.65722806681535  7.625494706692435
1184.3460382199755  33.77135291894861  7.72434098591195
1184.6185023488563  33.69506836436441  7.70663557817228
1184.8916845383987  33.9561716668726  7.6968589811365735
1185.1643082363153  31.71395199244562  7.480982131905004
1185.4375702103757  24.56183231020082  7.14768265527762
1185.7102736928105  16.840484122927304  6.802138744769445
1185.983056959763  12.072012584141929  6.6666708826042695
1186.2565582873774  16.127856773371196  6.682032267187231
1186.5294213388481  18.37470983354565  6.612384151167402
1186.8030822354983  20.889431018964864  6.833043927664083
1187.0761048560048  25.08174005178454  6.794471312294647
1187.3497657526552  30.28704553889139  7.335788396974459
1187.8961301317402  37.13161027480715  7.369400101704842
1188.1701101664623  31.53246694067622  7.350723890492329
1188.4434519250408  36.03222575463491  7.258963731367342
1188.717511744281  39.7106201414576  7.497597591219315
1188.9909332873774  52.38264902962365  7.497867284631924
1189.2651526756536  33.700175312320184  7.166302448088118
1189.538733787786  28.2750461326895  6.85072433442832
1189.8123946844362  41.23561061046497  7.248806852961145
1190.0866938572303  37.790909038321026  6.961123376218633
1190.3605143229167  26.342758349269936  6.935941011524921
1190.6349730647466  50.9881503657202  6.972624781173795
1190.908873314951  37.23124806059931  6.785549058336174
1191.183491625817  34.09235290994117  6.57294004160954
1191.457551445057  27.647627784001237  6.3099432989075455
1191.7316910488153  22.02778151455322  6.261624547282476
1192.0064689287174  25.70092951214824  6.44240707772962
1192.2806883169935  26.376308699204422  6.658917886537569
1192.5556257659314  17.17531307206037  6.677269382838755
1192.8299249387255  17.314543117837605  6.644688291931716
