# Boroson optical Fe template
# log10(wave)  flux (erg/s/cm2/A)
3.709639977  0.00000e+00
3.7097938759  0.00000e+00
3.7099477748  0.00000e+00
3.7101016737  0.00000e+00
3.7102555726  0.00000e+00
3.7104094715  0.00000e+00
3.7105633704  0.00000e+00
3.7107172693  0.00000e+00
3.7108711682  0.00000e+00
3.7110250671  0.00000e+00
3.711178966  0.00000e+00
3.7113328649  0.00000e+00
3.7114867638  0.00000e+00
3.7116406627  0.00000e+00
3.7117945616  0.00000e+00
3.7119484605  0.00000e+00
3.7121023594  0.00000e+00
3.7122562583  0.00000e+00
3.7124101572  0.00000e+00
3.7125640561  0.00000e+00
3.712717955  0.00000e+00
3.7128718539  0.00000e+00
3.7130257528  0.00000e+00
3.7131796517  0.00000e+00
3.7133335506  0.00000e+00
3.7134874495  0.00000e+00
3.7136413484  0.00000e+00
3.7137952473  0.00000e+00
3.7139491462  0.00000e+00
3.7141030451  0.00000e+00
3.714256944  0.00000e+00
3.7144108429  0.00000e+00
3.7145647418  0.00000e+00
3.7147186407  0.00000e+00
3.7148725396  0.00000e+00
3.7150264385  0.00000e+00
3.7151803374  0.00000e+00
3.7153342363  0.00000e+00
3.7154881352  0.00000e+00
3.7156420341  0.00000e+00
3.715795933  0.00000e+00
3.7159498319  0.00000e+00
3.7161037308  0.00000e+00
3.7162576297  0.00000e+00
3.7164115286  0.00000e+00
3.7165654275  0.00000e+00
3.7167193264  0.00000e+00
3.7168732253  0.00000e+00
3.7170271242  0.00000e+00
3.7171810231  0.00000e+00
3.717334922  0.00000e+00
3.7174888209  0.00000e+00
3.7176427198  0.00000e+00
3.7177966187  0.00000e+00
3.7179505176  0.00000e+00
3.7181044165  0.00000e+00
3.7182583154  0.00000e+00
3.7184122143  0.00000e+00
3.7185661132  0.00000e+00
3.7187200121  0.00000e+00
3.718873911  0.00000e+00
3.7190278099  0.00000e+00
3.7191817088  0.00000e+00
3.7193356077  0.00000e+00
3.7194895066  0.00000e+00
3.7196434055  0.00000e+00
3.7197973044  0.00000e+00
3.7199512033  0.00000e+00
3.7201051022  0.00000e+00
3.7202590011  0.00000e+00
3.7204129  0.00000e+00
3.7205667989  0.00000e+00
3.7207206978  0.00000e+00
3.7208745967  0.00000e+00
3.7210284956  0.00000e+00
3.7211823945  0.00000e+00
3.7213362934  0.00000e+00
3.7214901923  0.00000e+00
3.7216440912  0.00000e+00
3.7217979901  0.00000e+00
3.721951889  0.00000e+00
3.7221057879  0.00000e+00
3.7222596868  0.00000e+00
3.7224135857  0.00000e+00
3.7225674846  0.00000e+00
3.7227213835  0.00000e+00
3.7228752824  0.00000e+00
3.7230291813  0.00000e+00
3.7231830802  0.00000e+00
3.7233369791  0.00000e+00
3.723490878  0.00000e+00
3.7236447769  0.00000e+00
3.7237986758  0.00000e+00
3.7239525747  0.00000e+00
3.7241064736  0.00000e+00
3.7242603725  0.00000e+00
3.7244142714  0.00000e+00
3.7245681703  0.00000e+00
3.7247220692  0.00000e+00
3.7248759681  0.00000e+00
3.725029867  0.00000e+00
3.7251837659  0.00000e+00
3.7253376648  0.00000e+00
3.7254915637  0.00000e+00
3.7256454626  0.00000e+00
3.7257993615  0.00000e+00
3.7259532604  0.00000e+00
3.7261071593  0.00000e+00
3.7262610582  0.00000e+00
3.7264149571  0.00000e+00
3.726568856  0.00000e+00
3.7267227549  0.00000e+00
3.7268766538  0.00000e+00
3.7270305527  0.00000e+00
3.7271844516  0.00000e+00
3.7273383505  0.00000e+00
3.7274922494  0.00000e+00
3.7276461483  0.00000e+00
3.7278000472  0.00000e+00
3.7279539461  0.00000e+00
3.728107845  0.00000e+00
3.7282617439  0.00000e+00
3.7284156428  0.00000e+00
3.7285695417  0.00000e+00
3.7287234406  0.00000e+00
3.7288773395  0.00000e+00
3.7290312384  0.00000e+00
3.7291851373  0.00000e+00
3.7293390362  0.00000e+00
3.7294929351  0.00000e+00
3.729646834  0.00000e+00
3.7298007329  0.00000e+00
3.7299546318  0.00000e+00
3.7301085307  0.00000e+00
3.7302624296  0.00000e+00
3.7304163285  0.00000e+00
3.7305702274  0.00000e+00
3.7307241263  0.00000e+00
3.7308780252  0.00000e+00
3.7310319241  0.00000e+00
3.731185823  0.00000e+00
3.7313397219  0.00000e+00
3.7314936208  0.00000e+00
3.7316475197  0.00000e+00
3.7318014186  0.00000e+00
3.7319553175  0.00000e+00
3.7321092164  0.00000e+00
3.7322631153  0.00000e+00
3.7324170142  0.00000e+00
3.7325709131  0.00000e+00
3.732724812  0.00000e+00
3.7328787109  0.00000e+00
3.7330326098  0.00000e+00
3.7331865087  0.00000e+00
3.7333404076  0.00000e+00
3.7334943065  0.00000e+00
3.7336482054  0.00000e+00
3.7338021043  0.00000e+00
3.7339560032  0.00000e+00
3.7341099021  0.00000e+00
3.734263801  0.00000e+00
3.7344176999  0.00000e+00
3.7345715988  0.00000e+00
3.7347254977  0.00000e+00
3.7348793966  0.00000e+00
3.7350332955  0.00000e+00
3.7351871944  0.00000e+00
3.7353410933  0.00000e+00
3.7354949922  0.00000e+00
3.7356488911  0.00000e+00
3.73580279  0.00000e+00
3.7359566889  0.00000e+00
3.7361105878  0.00000e+00
3.7362644867  0.00000e+00
3.7364183856  0.00000e+00
3.7365722845  0.00000e+00
3.7367261834  0.00000e+00
3.7368800823  0.00000e+00
3.7370339812  0.00000e+00
3.7371878801  0.00000e+00
3.737341779  0.00000e+00
3.7374956779  0.00000e+00
3.7376495768  0.00000e+00
3.7378034757  0.00000e+00
3.7379573746  0.00000e+00
3.7381112735  0.00000e+00
3.7382651724  0.00000e+00
3.7384190713  0.00000e+00
3.7385729702  0.00000e+00
3.7387268691  0.00000e+00
3.738880768  0.00000e+00
3.7390346669  0.00000e+00
3.7391885658  0.00000e+00
3.7393424647  0.00000e+00
3.7394963636  0.00000e+00
3.7396502625  0.00000e+00
3.7398041614  0.00000e+00
3.7399580603  0.00000e+00
3.7401119592  0.00000e+00
3.7402658581  0.00000e+00
3.740419757  0.00000e+00
3.7405736559  0.00000e+00
3.7407275548  0.00000e+00
3.7408814537  0.00000e+00
3.7410353526  0.00000e+00
3.7411892515  0.00000e+00
3.7413431504  0.00000e+00
3.7414970493  0.00000e+00
3.7416509482  0.00000e+00
3.7418048471  0.00000e+00
3.741958746  0.00000e+00
3.7421126449  0.00000e+00
3.7422665438  0.00000e+00
3.7424204427  0.00000e+00
3.7425743416  0.00000e+00
3.7427282405  0.00000e+00
3.7428821394  0.00000e+00
3.7430360383  0.00000e+00
3.7431899372  0.00000e+00
3.7433438361  0.00000e+00
3.743497735  0.00000e+00
3.7436516339  0.00000e+00
3.7438055328  0.00000e+00
3.7439594317  0.00000e+00
3.7441133306  0.00000e+00
3.7442672295  0.00000e+00
3.7444211284  0.00000e+00
3.7445750273  0.00000e+00
3.7447289262  0.00000e+00
3.7448828251  0.00000e+00
3.745036724  0.00000e+00
3.7451906229  0.00000e+00
3.7453445218  0.00000e+00
3.7454984207  0.00000e+00
3.7456523196  0.00000e+00
3.7458062185  0.00000e+00
3.7459601174  0.00000e+00
3.7461140163  0.00000e+00
3.7462679152  0.00000e+00
3.7464218141  0.00000e+00
3.746575713  0.00000e+00
3.7467296119  0.00000e+00
3.7468835108  0.00000e+00
3.7470374097  0.00000e+00
3.7471913086  0.00000e+00
3.7473452075  0.00000e+00
3.7474991064  0.00000e+00
3.7476530053  0.00000e+00
3.7478069042  0.00000e+00
3.7479608031  0.00000e+00
3.748114702  0.00000e+00
3.7482686009  0.00000e+00
3.7484224998  0.00000e+00
3.7485763987  0.00000e+00
3.7487302976  0.00000e+00
3.7488841965  0.00000e+00
3.7490380954  0.00000e+00
3.7491919943  0.00000e+00
3.7493458932  0.00000e+00
3.7494997921  0.00000e+00
3.749653691  0.00000e+00
3.7498075899  0.00000e+00
3.7499614888  0.00000e+00
3.7501153877  0.00000e+00
3.7502692866  0.00000e+00
3.7504231855  0.00000e+00
3.7505770844  0.00000e+00
3.7507309833  0.00000e+00
3.7508848822  0.00000e+00
3.7510387811  0.00000e+00
3.75119268  0.00000e+00
3.7513465789  0.00000e+00
3.7515004778  0.00000e+00
3.7516543767  0.00000e+00
3.7518082756  0.00000e+00
3.7519621745  0.00000e+00
3.7521160734  0.00000e+00
3.7522699723  0.00000e+00
3.7524238712  0.00000e+00
3.7525777701  0.00000e+00
3.752731669  0.00000e+00
3.7528855679  0.00000e+00
3.7530394668  0.00000e+00
3.7531933657  0.00000e+00
3.7533472646  0.00000e+00
3.7535011635  0.00000e+00
3.7536550624  0.00000e+00
3.7538089613  0.00000e+00
3.7539628602  0.00000e+00
3.7541167591  0.00000e+00
3.754270658  0.00000e+00
3.7544245569  0.00000e+00
3.7545784558  0.00000e+00
3.7547323547  0.00000e+00
3.7548862536  0.00000e+00
3.7550401525  0.00000e+00
3.7551940514  0.00000e+00
3.7553479503  0.00000e+00
3.7555018492  0.00000e+00
3.7556557481  0.00000e+00
3.755809647  0.00000e+00
3.7559635459  0.00000e+00
3.7561174448  0.00000e+00
3.7562713437  0.00000e+00
3.7564252426  0.00000e+00
3.7565791415  0.00000e+00
3.7567330404  0.00000e+00
3.7568869393  0.00000e+00
3.7570408382  0.00000e+00
3.7571947371  0.00000e+00
3.757348636  0.00000e+00
3.7575025349  0.00000e+00
3.7576564338  0.00000e+00
3.7578103327  0.00000e+00
3.7579642316  0.00000e+00
3.7581181305  0.00000e+00
3.7582720294  0.00000e+00
3.7584259283  0.00000e+00
3.7585798272  0.00000e+00
3.7587337261  0.00000e+00
3.758887625  0.00000e+00
3.7590415239  0.00000e+00
3.7591954228  0.00000e+00
3.7593493217  0.00000e+00
3.7595032206  0.00000e+00
3.7596571195  0.00000e+00
3.7598110184  0.00000e+00
3.7599649173  0.00000e+00
3.7601188162  0.00000e+00
3.7602727151  0.00000e+00
3.760426614  0.00000e+00
3.7605805129  0.00000e+00
3.7607344118  0.00000e+00
3.7608883107  0.00000e+00
3.7610422096  0.00000e+00
3.7611961085  0.00000e+00
3.7613500074  0.00000e+00
3.7615039063  0.00000e+00
3.7616578052  0.00000e+00
3.7618117041  0.00000e+00
3.761965603  0.00000e+00
3.7621195019  0.00000e+00
3.7622734008  0.00000e+00
3.7624272997  0.00000e+00
3.7625811986  0.00000e+00
3.7627350975  0.00000e+00
3.7628889964  0.00000e+00
3.7630428953  0.00000e+00
3.7631967942  0.00000e+00
3.7633506931  0.00000e+00
3.763504592  0.00000e+00
3.7636584909  0.00000e+00
3.7638123898  0.00000e+00
3.7639662887  0.00000e+00
3.7641201876  0.00000e+00
3.7642740865  0.00000e+00
3.7644279854  0.00000e+00
3.7645818843  0.00000e+00
3.7647357832  0.00000e+00
3.7648896821  0.00000e+00
3.765043581  0.00000e+00
3.7651974799  0.00000e+00
3.7653513788  0.00000e+00
3.7655052777  0.00000e+00
3.7656591766  0.00000e+00
3.7658130755  0.00000e+00
3.7659669744  0.00000e+00
3.7661208733  0.00000e+00
3.7662747722  0.00000e+00
3.7664286711  0.00000e+00
3.76658257  0.00000e+00
3.7667364689  0.00000e+00
3.7668903678  0.00000e+00
3.7670442667  0.00000e+00
3.7671981656  0.00000e+00
3.7673520645  0.00000e+00
3.7675059634  0.00000e+00
3.7676598623  0.00000e+00
3.7678137612  0.00000e+00
3.7679676601  0.00000e+00
3.768121559  0.00000e+00
3.7682754579  0.00000e+00
3.7684293568  0.00000e+00
3.7685832557  0.00000e+00
3.7687371546  0.00000e+00
3.7688910535  0.00000e+00
3.7690449524  0.00000e+00
3.7691988513  0.00000e+00
3.7693527502  0.00000e+00
3.7695066491  0.00000e+00
3.769660548  0.00000e+00
3.7698144469  0.00000e+00
3.7699683458  0.00000e+00
3.7701222447  0.00000e+00
3.7702761436  0.00000e+00
3.7704300425  0.00000e+00
3.7705839414  0.00000e+00
3.7707378403  0.00000e+00
3.7708917392  0.00000e+00
3.7710456381  0.00000e+00
3.771199537  0.00000e+00
3.7713534359  0.00000e+00
3.7715073348  0.00000e+00
3.7716612337  0.00000e+00
3.7718151326  0.00000e+00
3.7719690315  0.00000e+00
3.7721229304  0.00000e+00
3.7722768293  0.00000e+00
3.7724307282  0.00000e+00
3.7725846271  0.00000e+00
3.772738526  0.00000e+00
3.7728924249  0.00000e+00
3.7730463238  0.00000e+00
3.7732002227  0.00000e+00
3.7733541216  0.00000e+00
3.7735080205  0.00000e+00
3.7736619194  0.00000e+00
3.7738158183  0.00000e+00
3.7739697172  0.00000e+00
3.7741236161  0.00000e+00
3.774277515  0.00000e+00
3.7744314139  0.00000e+00
3.7745853128  0.00000e+00
3.7747392117  0.00000e+00
3.7748931106  0.00000e+00
3.7750470095  0.00000e+00
3.7752009084  0.00000e+00
3.7753548073  0.00000e+00
3.7755087062  0.00000e+00
3.7756626051  0.00000e+00
3.775816504  0.00000e+00
3.7759704029  0.00000e+00
3.7761243018  0.00000e+00
3.7762782007  0.00000e+00
3.7764320996  0.00000e+00
3.7765859985  0.00000e+00
3.7767398974  0.00000e+00
3.7768937963  0.00000e+00
3.7770476952  0.00000e+00
3.7772015941  0.00000e+00
3.777355493  0.00000e+00
3.7775093919  0.00000e+00
3.7776632908  0.00000e+00
3.7778171897  0.00000e+00
3.7779710886  0.00000e+00
3.7781249875  0.00000e+00
3.7782788864  0.00000e+00
3.7784327853  0.00000e+00
3.7785866842  0.00000e+00
3.7787405831  0.00000e+00
3.778894482  0.00000e+00
3.7790483809  0.00000e+00
3.7792022798  0.00000e+00
3.7793561787  0.00000e+00
3.7795100776  0.00000e+00
3.7796639765  0.00000e+00
3.7798178754  0.00000e+00
3.7799717743  0.00000e+00
3.7801256732  0.00000e+00
3.7802795721  0.00000e+00
3.780433471  0.00000e+00
3.7805873699  0.00000e+00
3.7807412688  0.00000e+00
3.7808951677  0.00000e+00
3.7810490666  0.00000e+00
3.7812029655  0.00000e+00
3.7813568644  0.00000e+00
3.7815107633  0.00000e+00
3.7816646622  0.00000e+00
3.7818185611  0.00000e+00
3.78197246  0.00000e+00
3.7821263589  0.00000e+00
3.7822802578  0.00000e+00
3.7824341567  0.00000e+00
3.7825880556  0.00000e+00
3.7827419545  0.00000e+00
3.7828958534  0.00000e+00
3.7830497523  0.00000e+00
3.7832036512  0.00000e+00
3.7833575501  0.00000e+00
3.783511449  0.00000e+00
3.7836653479  0.00000e+00
3.7838192468  0.00000e+00
3.7839731457  0.00000e+00
3.7841270446  0.00000e+00
3.7842809435  0.00000e+00
3.7844348424  0.00000e+00
3.7845887413  0.00000e+00
3.7847426402  0.00000e+00
3.7848965391  0.00000e+00
3.785050438  0.00000e+00
3.7852043369  0.00000e+00
3.7853582358  0.00000e+00
3.7855121347  0.00000e+00
3.7856660336  0.00000e+00
3.7858199325  0.00000e+00
3.7859738314  0.00000e+00
3.7861277303  0.00000e+00
3.7862816292  0.00000e+00
3.7864355281  0.00000e+00
3.786589427  0.00000e+00
3.7867433259  0.00000e+00
3.7868972248  0.00000e+00
3.7870511237  0.00000e+00
3.7872050226  0.00000e+00
3.7873589215  0.00000e+00
3.7875128204  0.00000e+00
3.7876667193  0.00000e+00
3.7878206182  0.00000e+00
3.7879745171  0.00000e+00
3.788128416  0.00000e+00
3.7882823149  0.00000e+00
3.7884362138  0.00000e+00
3.7885901127  0.00000e+00
3.7887440116  0.00000e+00
3.7888979105  0.00000e+00
3.7890518094  0.00000e+00
3.7892057083  0.00000e+00
3.7893596072  0.00000e+00
3.7895135061  0.00000e+00
3.789667405  0.00000e+00
3.7898213039  0.00000e+00
3.7899752028  0.00000e+00
3.7901291017  0.00000e+00
3.7902830006  0.00000e+00
3.7904368995  0.00000e+00
3.7905907984  0.00000e+00
3.7907446973  0.00000e+00
3.7908985962  0.00000e+00
3.7910524951  0.00000e+00
3.791206394  0.00000e+00
3.7913602929  0.00000e+00
3.7915141918  0.00000e+00
3.7916680907  0.00000e+00
3.7918219896  0.00000e+00
3.7919758885  0.00000e+00
3.7921297874  0.00000e+00
3.7922836863  0.00000e+00
3.7924375852  0.00000e+00
3.7925914841  0.00000e+00
3.792745383  0.00000e+00
3.7928992819  0.00000e+00
3.7930531808  0.00000e+00
3.7932070797  0.00000e+00
3.7933609786  0.00000e+00
3.7935148775  0.00000e+00
3.7936687764  0.00000e+00
3.7938226753  0.00000e+00
3.7939765742  0.00000e+00
3.7941304731  0.00000e+00
3.794284372  0.00000e+00
3.7944382709  0.00000e+00
3.7945921698  0.00000e+00
3.7947460687  0.00000e+00
3.7948999676  0.00000e+00
3.7950538665  0.00000e+00
3.7952077654  0.00000e+00
3.7953616643  0.00000e+00
3.7955155632  0.00000e+00
3.7956694621  0.00000e+00
3.795823361  0.00000e+00
3.7959772599  0.00000e+00
3.7961311588  0.00000e+00
3.7962850577  0.00000e+00
3.7964389566  0.00000e+00
3.7965928555  0.00000e+00
3.7967467544  0.00000e+00
3.7969006533  0.00000e+00
3.7970545522  0.00000e+00
3.7972084511  0.00000e+00
3.79736235  0.00000e+00
3.7975162489  0.00000e+00
3.7976701478  0.00000e+00
3.7978240467  0.00000e+00
3.7979779456  0.00000e+00
3.7981318445  0.00000e+00
3.7982857434  0.00000e+00
3.7984396423  0.00000e+00
3.7985935412  0.00000e+00
3.7987474401  0.00000e+00
3.798901339  0.00000e+00
3.7990552379  0.00000e+00
3.7992091368  0.00000e+00
3.7993630357  0.00000e+00
3.7995169346  0.00000e+00
3.7996708335  0.00000e+00
3.7998247324  0.00000e+00
3.7999786313  0.00000e+00
3.8001325302  0.00000e+00
3.8002864291  0.00000e+00
3.800440328  0.00000e+00
3.8005942269  0.00000e+00
3.8007481258  0.00000e+00
3.8009020247  0.00000e+00
3.8010559236  0.00000e+00
3.8012098225  0.00000e+00
3.8013637214  0.00000e+00
3.8015176203  0.00000e+00
3.8016715192  0.00000e+00
3.8018254181  0.00000e+00
3.801979317  0.00000e+00
3.8021332159  0.00000e+00
3.8022871148  0.00000e+00
3.8024410137  0.00000e+00
3.8025949126  0.00000e+00
3.8027488115  0.00000e+00
3.8029027104  0.00000e+00
3.8030566093  0.00000e+00
3.8032105082  0.00000e+00
3.8033644071  0.00000e+00
3.803518306  0.00000e+00
3.8036722049  0.00000e+00
3.8038261038  0.00000e+00
3.8039800027  0.00000e+00
3.8041339016  0.00000e+00
3.8042878005  0.00000e+00
3.8044416994  0.00000e+00
3.8045955983  0.00000e+00
3.8047494972  0.00000e+00
3.8049033961  0.00000e+00
3.805057295  0.00000e+00
3.8052111939  0.00000e+00
3.8053650928  0.00000e+00
3.8055189917  0.00000e+00
3.8056728906  0.00000e+00
3.8058267895  0.00000e+00
3.8059806884  0.00000e+00
3.8061345873  0.00000e+00
3.8062884862  0.00000e+00
3.8064423851  0.00000e+00
3.806596284  0.00000e+00
3.8067501829  0.00000e+00
3.8069040818  0.00000e+00
3.8070579807  0.00000e+00
3.8072118796  0.00000e+00
3.8073657785  0.00000e+00
3.8075196774  0.00000e+00
3.8076735763  0.00000e+00
3.8078274752  0.00000e+00
3.8079813741  0.00000e+00
3.808135273  0.00000e+00
3.8082891719  0.00000e+00
3.8084430708  0.00000e+00
3.8085969697  0.00000e+00
3.8087508686  0.00000e+00
3.8089047675  0.00000e+00
3.8090586664  0.00000e+00
3.8092125653  0.00000e+00
3.8093664642  0.00000e+00
3.8095203631  0.00000e+00
3.809674262  0.00000e+00
3.8098281609  0.00000e+00
3.8099820598  0.00000e+00
3.8101359587  0.00000e+00
3.8102898576  0.00000e+00
3.8104437565  0.00000e+00
3.8105976554  0.00000e+00
3.8107515543  0.00000e+00
3.8109054532  0.00000e+00
3.8110593521  0.00000e+00
3.811213251  0.00000e+00
3.8113671499  0.00000e+00
3.8115210488  0.00000e+00
3.8116749477  0.00000e+00
3.8118288466  0.00000e+00
3.8119827455  0.00000e+00
3.8121366444  0.00000e+00
3.8122905433  0.00000e+00
3.8124444422  0.00000e+00
3.8125983411  0.00000e+00
3.81275224  0.00000e+00
3.8129061389  0.00000e+00
3.8130600378  0.00000e+00
3.8132139367  0.00000e+00
3.8133678356  0.00000e+00
3.8135217345  0.00000e+00
3.8136756334  0.00000e+00
3.8138295323  0.00000e+00
3.8139834312  0.00000e+00
3.8141373301  0.00000e+00
3.814291229  0.00000e+00
3.8144451279  0.00000e+00
3.8145990268  0.00000e+00
3.8147529257  0.00000e+00
3.8149068246  0.00000e+00
3.8150607235  0.00000e+00
3.8152146224  0.00000e+00
3.8153685213  0.00000e+00
3.8155224202  0.00000e+00
3.8156763191  0.00000e+00
3.815830218  0.00000e+00
3.8159841169  0.00000e+00
3.8161380158  0.00000e+00
3.8162919147  0.00000e+00
3.8164458136  0.00000e+00
3.8165997125  0.00000e+00
3.8167536114  0.00000e+00
3.8169075103  0.00000e+00
3.8170614092  0.00000e+00
3.8172153081  0.00000e+00
3.817369207  0.00000e+00
3.8175231059  0.00000e+00
3.8176770048  0.00000e+00
3.8178309037  0.00000e+00
3.8179848026  0.00000e+00
3.8181387015  0.00000e+00
3.8182926004  0.00000e+00
3.8184464993  0.00000e+00
3.8186003982  0.00000e+00
3.8187542971  0.00000e+00
3.818908196  0.00000e+00
3.8190620949  0.00000e+00
3.8192159938  0.00000e+00
3.8193698927  0.00000e+00
3.8195237916  0.00000e+00
3.8196776905  0.00000e+00
3.8198315894  0.00000e+00
3.8199854883  0.00000e+00
3.8201393872  0.00000e+00
3.8202932861  0.00000e+00
3.820447185  0.00000e+00
3.8206010839  0.00000e+00
3.8207549828  0.00000e+00
3.8209088817  0.00000e+00
3.8210627806  0.00000e+00
3.8212166795  0.00000e+00
3.8213705784  0.00000e+00
3.8215244773  0.00000e+00
3.8216783762  0.00000e+00
3.8218322751  0.00000e+00
3.821986174  0.00000e+00
3.8221400729  0.00000e+00
3.8222939718  0.00000e+00
3.8224478707  0.00000e+00
3.8226017696  0.00000e+00
3.8227556685  0.00000e+00
3.8229095674  0.00000e+00
3.8230634663  0.00000e+00
3.8232173652  0.00000e+00
3.8233712641  0.00000e+00
3.823525163  0.00000e+00
3.8236790619  0.00000e+00
3.8238329608  0.00000e+00
3.8239868597  0.00000e+00
3.8241407586  0.00000e+00
3.8242946575  0.00000e+00
3.8244485564  0.00000e+00
3.8246024553  0.00000e+00
3.8247563542  0.00000e+00
3.8249102531  0.00000e+00
3.825064152  0.00000e+00
3.8252180509  0.00000e+00
3.8253719498  0.00000e+00
3.8255258487  0.00000e+00
3.8256797476  0.00000e+00
3.8258336465  0.00000e+00
3.8259875454  0.00000e+00
3.8261414443  0.00000e+00
3.8262953432  0.00000e+00
3.8264492421  0.00000e+00
3.826603141  0.00000e+00
3.8267570399  0.00000e+00
3.8269109388  0.00000e+00
3.8270648377  0.00000e+00
3.8272187366  0.00000e+00
3.8273726355  0.00000e+00
3.8275265344  0.00000e+00
3.8276804333  0.00000e+00
3.8278343322  0.00000e+00
3.8279882311  0.00000e+00
3.82814213  0.00000e+00
3.8282960289  0.00000e+00
3.8284499278  0.00000e+00
3.8286038267  0.00000e+00
3.8287577256  0.00000e+00
3.8289116245  0.00000e+00
3.8290655234  0.00000e+00
3.8292194223  0.00000e+00
3.8293733212  0.00000e+00
3.8295272201  0.00000e+00
3.829681119  0.00000e+00
3.8298350179  0.00000e+00
3.8299889168  0.00000e+00
3.8301428157  0.00000e+00
3.8302967146  0.00000e+00
3.8304506135  0.00000e+00
3.8306045124  0.00000e+00
3.8307584113  0.00000e+00
3.8309123102  0.00000e+00
3.8310662091  0.00000e+00
3.831220108  0.00000e+00
3.8313740069  0.00000e+00
3.8315279058  0.00000e+00
3.8316818047  0.00000e+00
3.8318357036  0.00000e+00
3.8319896025  0.00000e+00
3.8321435014  0.00000e+00
3.8322974003  0.00000e+00
3.8324512992  0.00000e+00
3.8326051981  0.00000e+00
3.832759097  0.00000e+00
3.8329129959  0.00000e+00
3.8330668948  0.00000e+00
3.8332207937  0.00000e+00
3.8333746926  0.00000e+00
3.8335285915  0.00000e+00
3.8336824904  0.00000e+00
3.8338363893  0.00000e+00
3.8339902882  0.00000e+00
3.8341441871  0.00000e+00
3.834298086  0.00000e+00
3.8344519849  0.00000e+00
3.8346058838  0.00000e+00
3.8347597827  0.00000e+00
3.8349136816  0.00000e+00
3.8350675805  0.00000e+00
3.8352214794  0.00000e+00
3.8353753783  0.00000e+00
3.8355292772  0.00000e+00
3.8356831761  0.00000e+00
3.835837075  0.00000e+00
3.8359909739  0.00000e+00
3.8361448728  0.00000e+00
3.8362987717  0.00000e+00
3.8364526706  0.00000e+00
3.8366065695  0.00000e+00
3.8367604684  0.00000e+00
3.8369143673  0.00000e+00
3.8370682662  0.00000e+00
3.8372221651  0.00000e+00
3.837376064  0.00000e+00
3.8375299629  0.00000e+00
3.8376838618  0.00000e+00
3.8378377607  0.00000e+00
3.8379916596  0.00000e+00
3.8381455585  0.00000e+00
3.8382994574  0.00000e+00
3.8384533563  0.00000e+00
3.8386072552  0.00000e+00
3.8387611541  0.00000e+00
3.838915053  0.00000e+00
3.8390689519  0.00000e+00
3.8392228508  0.00000e+00
3.8393767497  0.00000e+00
3.8395306486  0.00000e+00
3.8396845475  0.00000e+00
3.8398384464  0.00000e+00
3.8399923453  0.00000e+00
3.8401462442  0.00000e+00
3.8403001431  0.00000e+00
3.840454042  0.00000e+00
3.8406079409  0.00000e+00
3.8407618398  0.00000e+00
3.8409157387  0.00000e+00
3.8410696376  0.00000e+00
3.8412235365  0.00000e+00
3.8413774354  0.00000e+00
3.8415313343  0.00000e+00
3.8416852332  0.00000e+00
3.8418391321  0.00000e+00
3.841993031  0.00000e+00
3.8421469299  0.00000e+00
3.8423008288  0.00000e+00
3.8424547277  0.00000e+00
3.8426086266  0.00000e+00
3.8427625255  0.00000e+00
3.8429164244  0.00000e+00
3.8430703233  0.00000e+00
3.8432242222  0.00000e+00
3.8433781211  0.00000e+00
3.84353202  0.00000e+00
3.8436859189  0.00000e+00
3.8438398178  0.00000e+00
3.8439937167  0.00000e+00
3.8441476156  0.00000e+00
3.8443015145  0.00000e+00
3.8444554134  0.00000e+00
3.8446093123  0.00000e+00
3.8447632112  0.00000e+00
3.8449171101  0.00000e+00
3.845071009  0.00000e+00
3.8452249079  0.00000e+00
3.8453788068  0.00000e+00
3.8455327057  0.00000e+00
3.8456866046  0.00000e+00
3.8458405035  0.00000e+00
3.8459944024  0.00000e+00
3.8461483013  0.00000e+00
3.8463022002  0.00000e+00
3.8464560991  0.00000e+00
3.846609998  0.00000e+00
3.8467638969  0.00000e+00
3.8469177958  0.00000e+00
3.8470716947  0.00000e+00
3.8472255936  0.00000e+00
3.8473794925  0.00000e+00
3.8475333914  0.00000e+00
3.8476872903  0.00000e+00
3.8478411892  0.00000e+00
3.8479950881  0.00000e+00
3.848148987  0.00000e+00
3.8483028859  0.00000e+00
3.8484567848  0.00000e+00
3.8486106837  0.00000e+00
3.8487645826  0.00000e+00
3.8489184815  0.00000e+00
3.8490723804  0.00000e+00
3.8492262793  0.00000e+00
3.8493801782  0.00000e+00
3.8495340771  0.00000e+00
3.849687976  0.00000e+00
3.8498418749  0.00000e+00
3.8499957738  0.00000e+00
3.8501496727  0.00000e+00
3.8503035716  0.00000e+00
3.8504574705  0.00000e+00
3.8506113694  0.00000e+00
3.8507652683  0.00000e+00
3.8509191672  0.00000e+00
3.8510730661  0.00000e+00
3.851226965  0.00000e+00
3.8513808639  0.00000e+00
3.8515347628  0.00000e+00
3.8516886617  0.00000e+00
3.8518425606  0.00000e+00
3.8519964595  0.00000e+00
3.8521503584  0.00000e+00
3.8523042573  0.00000e+00
3.8524581562  0.00000e+00
3.8526120551  0.00000e+00
3.852765954  0.00000e+00
3.8529198529  0.00000e+00
3.8530737518  0.00000e+00
3.8532276507  0.00000e+00
3.8533815496  0.00000e+00
3.8535354485  0.00000e+00
3.8536893474  0.00000e+00
